brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Memory | ,Main Camera | Dual,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Video,Battery | Type,Battery | Charging,Main Camera | Single,Selfie camera | Features,Display | Protection,Main Camera | Triple,Display | ,Main Camera | Quad,Selfie camera | Dual
vivo,https://www.gsmarena.com/vivo_v25_pro-11771.php,vivo_v25_pro-11771.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vivo,https://www.gsmarena.com/vivo_v25-11772.php,vivo V25,159.2 x 74.2 x 7.8 mm (6.27 x 2.92 x 0.31 in),186 g (6.56 oz),"Glass front, glass back",Nano-SIM + Nano-SIM,Color changing back panel color,"AMOLED, 90Hz, HDR10+, 1300 nits (peak)","6.44 inches, 100.0 cm 2 (~84.7% screen-to-body ratio)","1080 x 2404 pixels, 20:9 ratio (~409 ppi density)","Android 12, Funtouch 12",Mediatek Dimensity 900 (6 nm),Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,microSDXC (uses shared SIM slot),"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",,,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps","50 MP, f/2.0, (wide), AF","4K@30fps, 1080p@30fps, HDR",4500 mAh,"44W wired, 61% in 30 min",,HDR,,"64 MP, f/1.8, (wide), 0.7µm, PDAF, OIS 8 MP, f/2.2, 16mm, 120˚ (ultrawide), 1/4.0"", 1.12µm 2 MP (macro)",,,
vivo,https://www.gsmarena.com/vivo_y35-11770.php,vivo Y35,164.3 x 76.1 x 8.3 mm (6.47 x 3.00 x 0.33 in),188 g (6.63 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IP5X (dust), IPX4 (water) resistance","IPS LCD, 90Hz, 550 nits (HBM)","6.58 inches, 104.3 cm 2 (~83.4% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Android 11, Funtouch 12",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,,LED flash,1080p@30fps,"16 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,"44W wired, 70% in 34 min Reverse wired",,HDR,,"50 MP, f/1.8, (wide), PDAF 2 MP (macro) Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_y77e-11767.php,vivo Y77e,164 x 75.8 x 8.3 mm (6.46 x 2.98 x 0.33 in),194 g (6.84 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,IPS LCD,"6.58 inches, 104.3 cm 2 (~83.9% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Android 12, OriginOS Ocean",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"13 MP, f/2.2, (wide), PDAF 2 MP (macro)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,18W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_y02s-11697.php,vivo Y02s,164 x 76 x 8.2 mm (6.46 x 2.99 x 0.32 in),182 g (6.42 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,,IPS LCD,"6.51 inches, 102.3 cm 2 (~82.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 12, Funtouch 12",Mediatek MT6765 Helio P35 (12 nm),Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM",eMMC 5.1,,LED flash,1080p@30fps,"5 MP, f/2.2",,5000 mAh,10W wired,"8 MP, f/2.0, AF",,,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_9t-11658.php,vivo iQOO 9T,165 x 77 x 8 mm (6.50 x 3.03 x 0.31 in),206 g (7.27 oz),"Glass front (Gorilla Glass 5), aluminum frame, glass back",Nano-SIM + Nano-SIM,Dust and dripping water resistant,"AMOLED, 1B colors, 120Hz, HDR10+, 1500 nits (peak)","6.78 inches, 111.0 cm 2 (~87.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)","Android 12, upgradable to Android 14, Funtouch 14",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"128GB 8GB RAM, 256GB 12GB RAM",UFS 3.1,,"Dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.5, (wide)","1080p@30fps, gyro-EIS",4700 mAh,"120W wired, 50% in 8 min, 100% in 19 min",,HDR,Corning Gorilla Glass 5,"50 MP, f/1.9, (wide), 1/1.57"", 1.0µm, PDAF, OIS 12 MP, f/2.0, 47mm (telephoto), PDAF, 2x optical zoom 13 MP, f/2.2, 16mm, 120˚ (ultrawide), AF",,,
vivo,https://www.gsmarena.com/vivo_y30_5g-11696.php,vivo Y30 5G,164 x 75.9 x 8.3 mm (6.46 x 2.99 x 0.33 in),193 g (6.81 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,IPS LCD,"6.51 inches, 102.3 cm 2 (~82.2% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Android 12,Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (uses shared SIM slot),128GB 6GB RAM,,"50 MP, f/1.8, 26mm (wide), PDAF Auxiliary lens","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,10W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_t1x_(india)-11704.php,vivo T1x (India),164.3 x 76.1 x 8 mm (6.47 x 3.00 x 0.31 in),182 g (6.42 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.58 inches, 104.3 cm 2 (~83.4% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Android, Funtouch 12",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",UFS 2.2,"50 MP, f/1.8, (wide), PDAF Auxiliary lens","LED flash, HDR",1080p@30fps,"8 MP, f/1.8, (wide)",1080p@30fps,5000 mAh,18W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_10_pro-11701.php,vivo iQOO 10 Pro,164.9 x 75.5 x 9.5 mm (6.49 x 2.97 x 0.37 in),215.4 g or 216.2 g (7.58 oz),,Nano-SIM + Nano-SIM,,"LTPO3 AMOLED, 1B colors, 120Hz, HDR10+, 500 nits (typ), 1000 nits (HBM), 1500 nits (peak)","6.78 inches, 111.0 cm 2 (~89.1% screen-to-body ratio)","1440 x 3200 pixels, 20:9 ratio (~518 ppi density)","Android 12, Funtouch 12 (International), OriginOS Ocean (China)",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1 (V6),,"Dual-LED lash, HDR, panorama","8K@30fps, 4K@24/30/60fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.5, (wide), 1/3.1"", 1.0µm","1080p@30fps, gyro-EIS",4700 mAh,"200W wired, PD3.0, 100% in 10 min 50W wireless 10W reverse wireless",,HDR,,"50 MP, f/1.9, (wide), 1/1.57"", 1.0µm, PDAF, gimbal OIS 14.6 MP, f/2.2, 69mm (telephoto), PDAF, OIS, 3x optical zoom 50 MP, f/2.3, 15mm, 150˚ (ultrawide), 1/2.76"", 0.64µm, AF",,,
vivo,https://www.gsmarena.com/vivo_iqoo_10-11703.php,vivo iQOO 10,164.5 x 77.1 x 8.4 mm (6.48 x 3.04 x 0.33 in),206 g (7.27 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 120Hz, HDR, 1500 nits (peak)","6.78 inches, 111.0 cm 2 (~87.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)","Android 12, OriginOS Ocean",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM",UFS 3.1,,"Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS","16 MP, f/2.5, (wide)","1080p@30fps, gyro-EIS",4700 mAh,"120W wired, PD3.0, 50% in 7 min, 100% in 19 min",,HDR,,"50 MP, f/1.9, (wide), 1/1.57"", 1.0µm, PDAF, OIS 12 MP, f/2.0, 47mm (telephoto), 1/2.9"", PDAF, 2x optical zoom 13 MP, f/2.2, 16mm, 120˚ (ultrawide)",,,
vivo,https://www.gsmarena.com/vivo_y77_(china)-11661.php,vivo Y77 (China),164.2 x 75.8 x 8.6 mm (6.46 x 2.98 x 0.34 in),194 g (6.84 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz","6.64 inches, 106.8 cm 2 (~85.8% screen-to-body ratio)",1080 x 2388 pixels (~395 ppi density),"Android 12, OriginOS Ocean",Mediatek Dimensity 930 (6 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),IMG BXM-8-256,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",UFS 2.2,"50 MP, f/1.8, (wide), PDAF 2 MP (macro)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,4500 mAh,80W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_y77-11650.php,vivo Y77,164 x 75.8 x 8.3 mm (6.46 x 2.98 x 0.33 in),194 g (6.84 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,IPS LCD,"6.58 inches, 104.3 cm 2 (~83.9% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Android 12, Funtouch 12",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (uses shared SIM slot),"128GB 8GB RAM, 256GB 8GB RAM",,"50 MP, f/1.8, 26mm (wide), PDAF 2 MP (macro)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,18W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_u5e-11637.php,vivo iQOO U5e,164 x 75.8 x 8.3 mm (6.46 x 2.98 x 0.33 in),193 g (6.81 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,IPS LCD,"6.51 inches, 102.3 cm 2 (~82.3% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 12, OriginOS Ocean",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 4GB RAM, 128GB 6GB RAM",UFS 2.1,"13 MP, f/2.2, 26mm (wide), PDAF 2 MP (macro)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,18W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_neo_6-11578.php,vivo iQOO Neo 6,163 x 76.2 x 8.5 mm (6.42 x 3.00 x 0.33 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"AMOLED, 120Hz, HDR10+, 500 nits (typ), 800 nits (HBM), 1300 nits (peak)","6.62 inches, 105.8 cm 2 (~85.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~398 ppi density)","Android 12, Funtouch 12",Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),Adreno 650,No,"128GB 8GB RAM, 256GB 12GB RAM",UFS 3.1,,"LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60fps","16 MP, f/2.0, (wide), 1/3.1"", 1.0µm",1080p@30fps,4700 mAh,"80W wired, 50% in 12 min, 100% in 32 min",,HDR,,"64 MP, f/1.9, (wide), 1/1.72"", 0.8µm, PDAF, OIS 8 MP, f/2.2, 116˚ (ultrawide), 1/4.0"", 1.12µm 2 MP (macro)",,,
vivo,https://www.gsmarena.com/vivo_y33e-11573.php,vivo Y33e,164 x 75.9 x 8.5 mm (6.46 x 2.99 x 0.33 in),198 g (6.98 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,IPS LCD,"6.51 inches, 102.3 cm 2 (~82.2% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 12, OriginOS Ocean",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,128GB 4GB RAM,,"13 MP, f/2.2, 26mm (wide), PDAF 2 MP (macro)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,10W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_t2x-11554.php,vivo T2x,163.9 x 75.3 x 9.2 mm (6.45 x 2.96 x 0.36 in),202.8 g (7.16 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"IPS LCD, 144Hz, 650 nits (HBM)","6.58 inches, 104.3 cm 2 (~84.5% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Android 12, OriginOS 2.0",Mediatek Dimensity 1300 (6 nm),Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",UFS 3.1,"50 MP, f/1.8, 26mm (wide), PDAF 2 MP (macro)","Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.0, (wide)",1080p@30fps,6000 mAh,44W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_y72t-11548.php,vivo Y72t,163.9 x 75.3 x 9.2 mm (6.45 x 2.96 x 0.36 in),199.8 g (7.05 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,IPS LCD,"6.58 inches, 104.3 cm 2 (~84.5% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Android 11, OriginOS 11",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 8GB RAM, 256GB 8GB RAM",UFS 2.1,"50 MP, f/1.8, 26mm (wide), PDAF 2 MP (macro)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/1.8, (wide)",1080p@30fps,6000 mAh,18W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_t2_(china)-11528.php,vivo T2 (China),163 x 76.2 x 8.5 mm (6.42 x 3.00 x 0.33 in),190 g (6.70 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 120Hz, HDR10+, 1300 nits (peak)","6.62 inches, 105.8 cm 2 (~85.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~398 ppi density)","Android 12, OriginOS Ocean",Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),Adreno 650,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",UFS 3.1,,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps","16 MP, f/2.0, (wide)",1080p@30fps,4700 mAh,80W wired,,HDR,,"64 MP, f/1.9, (wide), PDAF, OIS 8 MP, f/2.2, 116˚ (ultrawide) 2 MP (macro)",,,
vivo,https://www.gsmarena.com/vivo_y75-11545.php,vivo Y75,160.9 x 74.3 x 7.4 mm (6.33 x 2.93 x 0.29 in),172 g (6.07 oz),"Glass front, glass back",Nano-SIM + Nano-SIM,,AMOLED,"6.44 inches, 100.1 cm 2 (~83.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Android 12, Funtouch 12",Mediatek MT6781 Helio G96 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (uses shared SIM slot),128GB 8GB RAM,,,"Dual-LED dual-tone flash, HDR, panorama","1080p@30fps, gyro-EIS","44 MP, f/2.0, (wide), AF","1080p@30fps, gyro-EIS",4050 mAh,"44W wired, 65% in 30 min",,HDR,,"50 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.2, 120˚, 16mm (ultrawide), 1/4.0"", 1.12µm 2 MP (macro)",,,
vivo,https://www.gsmarena.com/vivo_s15_pro-11540.php,vivo S15 Pro,158.9 x 73.5 x 8.6 mm (6.26 x 2.89 x 0.34 in),188 g (6.63 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 120Hz, HDR10+, 1500 nits (peak)","6.56 inches, 104.6 cm 2 (~89.6% screen-to-body ratio)",1080 x 2376 pixels (~398 ppi density),"Android 12, OriginOS Ocean",Mediatek Dimensity 8100 (5 nm),Octa-core (4x2.85 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"256GB 8GB RAM, 256GB 12GB RAM",UFS 3.1,,"Color spectrum sensor, LED flash, HDR, panorama","4K@30fps, 1080p@30fps","32 MP, f/2.5, (wide), AF",1080p@30fps,4500 mAh,"80W wired, 70% in 18 min",,HDR,,"50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/2.2, 16mm, 116˚ (ultrawide) Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_s15-11515.php,vivo S15,161.1 x 74.3 x 8 mm (6.34 x 2.93 x 0.31 in),197 g (6.95 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 120Hz, HDR10+, 1300 nits (peak)","6.62 inches, 105.8 cm 2 (~88.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~398 ppi density)","Android 12, OriginOS Ocean",Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),Adreno 650,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",UFS 3.1,,"Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30fps","32 MP, f/2.0, (wide)",1080p@30fps,4500 mAh,"66W wired, 50% in 18 min",,HDR,,"64 MP, f/1.9, 25mm (wide), 1/1.72"", PDAF, OIS 8 MP, f/2.2, 16mm, 120˚ (ultrawide) 2 MP (macro)",,,
vivo,https://www.gsmarena.com/vivo_iqoo_neo6_se-11507.php,vivo_iqoo_neo6_se-11507.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vivo,https://www.gsmarena.com/vivo_t1_pro-11511.php,vivo T1 Pro,159.7 x 73.6 x 8.5 mm (6.29 x 2.90 x 0.33 in),180.3 g (6.35 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"AMOLED, HDR10+, 1300 nits (peak)","6.44 inches, 100.0 cm 2 (~85.1% screen-to-body ratio)","1080 x 2404 pixels, 20:9 ratio (~409 ppi density)","Android 12, Funtouch 12",Qualcomm SM7325 Snapdragon 778G 5G (6 nm),Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),Adreno 642L,No,"128GB 6GB RAM, 128GB 8GB RAM",,,"Dual-LED dual-tone flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.0, (wide)",1080p@30fps,4700 mAh,"66W wired, 50% in 18 min",,,,"64 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.2, 117˚ (ultrawide) 2 MP (macro)",,,
vivo,https://www.gsmarena.com/vivo_t1_(snapdragon_680)-11512.php,vivo T1 (Snapdragon 680),160.8 x 73.8 x 8.4 mm (6.33 x 2.91 x 0.33 in),182 g (6.42 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,AMOLED,"6.44 inches, 100.1 cm 2 (~84.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Android 12, Funtouch 12",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",,,"LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,"44W wired, 50% in 28 min",,,,"50 MP, f/1.8, (wide), 1/2.76"", 0.64µm, PDAF 2 MP (macro) Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_iqoo_z6_pro-11501.php,vivo iQOO Z6 Pro,159.7 x 73.6 x 8.5 mm (6.29 x 2.90 x 0.33 in),180 g (6.35 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,"AMOLED, 90Hz, HDR10+, 1300 nits (peak)","6.44 inches, 100.0 cm 2 (~85.1% screen-to-body ratio)","1080 x 2404 pixels, 20:9 ratio (~409 ppi density)","Android 12, Funtouch 12",Qualcomm SM7325 Snapdragon 778G 5G (6 nm),Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),Adreno 642L,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 12GB RAM",,,"Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS","16 MP, f/2.0, (wide)",1080p@30fps,4700 mAh,"66W wired, 50% in 18 min",,,Panda Glass,"64 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.2, 117˚ (ultrawide) 2 MP (macro)",,,
vivo,https://www.gsmarena.com/vivo_y55-11744.php,vivo Y55,160.8 x 73.8 x 8.4 mm (6.33 x 2.91 x 0.33 in),182 g (6.42 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,AMOLED,"6.44 inches, 100.1 cm 2 (~84.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Android 12, Funtouch 12",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (dedicated slot),128GB 8GB RAM,,,"LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,"44W wired, 50% in 27 min",,,Schott Xensation glass,"50 MP, f/1.8, (wide), 1/2.76"", 0.64µm, PDAF 2 MP (macro) Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_iqoo_z6_44w-11502.php,vivo iQOO Z6 44W,160.8 x 73.8 x 8.4 mm (6.33 x 2.91 x 0.33 in),182 g (6.42 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,,AMOLED,"6.44 inches, 100.1 cm 2 (~84.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Android 12, Funtouch 12",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",UFS 2.2,,"LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,"44W wired, 50% in 27 min",,,Schott Xensation glass,"50 MP, f/1.8, (wide), 1/2.76"", 0.64µm, PDAF 2 MP (macro) Auxiliary lens",,,
vivo,https://www.gsmarena.com/vivo_x80_pro-11407.php,vivo X80 Pro,164.6 x 75.3 x 9.1 mm (6.48 x 2.96 x 0.36 in),215 g / 219 g (7.58 oz),"Glass front (Schott Xensation Up), glass back or ceramic back or eco leather back, aluminum frame",Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"LTPO3 AMOLED, 1B colors, 120Hz, HDR10+, 1500 nits (peak)","6.78 inches, 111.4 cm 2 (~89.9% screen-to-body ratio)","1440 x 3200 pixels, 20:9 ratio (~517 ppi density)","Android 12, upgradable to Android 14, Funtouch 14 (Global), OriginOS Ocean (China)",Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm) Mediatek Dimensity 9000 (4 nm),Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510) Octa-core (1x3.05 GHz Cortex-X2 & 3x2.85 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730 Mali-G710 MC10,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1,,"Laser AF, color spectrum sensor, Zeiss optics, Zeiss T* lens coating, Pixel Shift, dual-LED dual-tone flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS","32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8µm",1080p@30fps,4700 mAh,"80W wired, 100% in 38 min 50W wireless, 100% in 50 min Reverse wired",,HDR,Schott Xensation Up,,,"50 MP, f/1.6, (wide), 1/1.3"", PDAF, OIS 8 MP, f/3.4, (periscope telephoto), 1/4.4"", 1.0µm, PDAF, OIS, 5x optical zoom 12 MP, f/1.9, 50mm (telephoto), 1/2.93"", 1.22µm, dual pixel PDAF, 2x optical zoom, gimbal OIS 48 MP, f/2.2, 114˚ (ultrawide), 1/2.0"", AF",
