brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Memory | ,Main Camera | Dual,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Video,Battery | Type,Battery | Charging,Main Camera | Single,Selfie camera | Features,Display | Protection,Main Camera | Triple,Display | ,Main Camera | Quad,Selfie camera | Dual
vivo,https://www.gsmarena.com/vivo_v70_5g-14505.php,vivo V70,157.5 x 74.3 x 7.4 mm or 7.6 mm,187 g or 194 g (6.60 oz),"Glass front, aluminum frame, glass back or glass-fiber reinforced plastic back",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"AMOLED, 1B colors, HDR10+, 120Hz, 1800 nits (HBM), 5000 nits (peak)","6.59 inches, 106.1 cm 2 (~90.7% screen-to-body ratio)","1260 x 2750 pixels, 19.5:9 ratio (~459 ppi density)","Android 16, up to 4 major Android upgrades, OriginOS 6",Qualcomm SM7750-AB Snapdragon 7 Gen 4 (4 nm),Octa-core (1x2.8 GHz Cortex-720 & 4x2.4 GHz Cortex-720 & 3x1.8 GHz Cortex-520),Adreno 722,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 8GB RAM, 512GB 12GB RAM",UFS 4.1,,"Zeiss optics, Ring-LED flash, panorama, HDR","4K@30/60fps, 1080p@30/60fps, gyro-EIS, OIS, HDR, LUT","50 MP, f/2.0, 21mm (wide), 1/2.76"", 0.64µm, AF","4K@30fps, 1080p@30/60fps",Si/C Li-Ion 6500 mAh,"90W wired, PD Reverse wired Bypass charging",,"Zeiss optics, HDR","Schott Xensation Core, Mohs level 4","50 MP, f/1.9, 23mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 50 MP, f/2.7, 73mm (periscope telephoto), 1/1.95"", 0.8µm, PDAF, OIS, 3x optical zoom 8 MP, f/2.2, 15mm, 115˚ (ultrawide)",,,
vivo,https://www.gsmarena.com/vivo_iqoo_15_ultra_5g-14445.php,vivo iQOO 15 Ultra,163.7 x 76.8 x 8.7 mm (6.44 x 3.02 x 0.34 in),227 g (8.01 oz),,Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min) Pressure sensitive zones (600Hz touch-sensing) Built-in cooling fan,"AMOLED, 1B colors, 144Hz, PWM, Dolby Vision, HDR10+, HDR Vivid, 1000 nits (typ), 2600 nits (HBM), 8000 nits (peak)","6.85 inches, 114.0 cm 2 (~90.7% screen-to-body ratio)",1440 x 3168 pixels (~508 ppi density),"Android 16, up to 5 major Android upgrades, OriginOS 6",Qualcomm SM8850-AC Snapdragon 8 Elite Gen 5 (3 nm),Octa-core (2x4.6 GHz Oryon V3 Phoenix L + 6x3.62 GHz Oryon V3 Phoenix M),Adreno 840,No,"256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM, 1TB 24GB RAM",UFS 4.1,,"LED flash, HDR, panorama","8K@30fps, 4K@24/30/60fps, 1080p@30/60/120/240fps, gyro-EIS","32 MP, f/2.2, 21mm (wide), 1/3.1"", 0.7µm","4K@30/60fps, 1080p@30/60fps",Si/C Li-Ion 7400 mAh,"100W wired, PPS, PD 40W wireless Bypass charging",,HDR,,"50 MP, f/1.9, 23mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 50 MP, f/2.7, 85mm (periscope telephoto), 1/1.95"", 0.8µm, PDAF, OIS, 3x optical zoom 50 MP, f/2.1, 15mm, 107˚ (ultrawide), 1/2.76"", 0.64µm, AF",,,
vivo,https://www.gsmarena.com/vivo_x200t_5g-14366.php,vivo X200T,160 x 74.3 x 8 mm (6.30 x 2.93 x 0.31 in),203 g or 205 g (7.16 oz),"Glass front, aluminum frame, glass back",Nano-SIM + Nano-SIM + eSIM + eSIM (max 2 at a time),IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"AMOLED, 1B colors, 120Hz, 2160Hz PWM, HDR10+, 1600 nits (HBM), 5000 nits (peak)","6.67 inches, 107.4 cm 2 (~90.4% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~460 ppi density)","Android 16, up to 5 major Android upgrades, OriginOS 6",Mediatek Dimensity 9400+ (3 nm),Octa-core (1x3.63 GHz Cortex-X925 & 3x3.3 GHz Cortex-X4 & 4x2.4 GHz Cortex-A720),Immortalis-G925,No,"256GB 12GB RAM, 512GB 12GB RAM",UFS 4.1,,"Laser AF, Zeiss optics, Zeiss T* lens coating, LED flash, panorama, HDR, 3D LUT import","4K@30/60fps, 1080p@30/60fps, gyro-EIS","32 MP, f/2.0, 20mm (ultrawide), 1/3.44""","4K@30/60fps, 1080p@30/60fps",Si/C Li-Ion 6200 mAh,90W wired 40W wireless Reverse wired Bypass charging,,HDR,Schott Xensation Core,"50 MP, f/1.6, 23mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 50 MP, f/2.6, 70mm (periscope telephoto), 1/1.95"", 0.8µm, PDAF, OIS, 3x optical zoom 50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF",Ultra HDR image support,,
vivo,https://www.gsmarena.com/vivo_iqoo_z11_turbo_5g-14392.php,vivo iQOO Z11 Turbo,157.6 x 74.4 x 7.9 mm or 8.1 mm,202 g or 206 g (7.13 oz),"Glass front, glass back or glass-fiber reinforced plastic back, aluminum frame",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"AMOLED, 1B colors, 144Hz, HDR, 4320Hz PWM, 5500 nits (peak)","6.59 inches, 102.9 cm 2 (~87.8% screen-to-body ratio)","1260 x 2750 pixels, 19.5:9 ratio (~466 ppi density)","Android 16, OriginOS 6",Qualcomm SM8845 Snapdragon 8 Gen 5 (3 nm),Octa-core (2x3.8 GHz Oryon V3 Phoenix L + 6x3.32 GHz Oryon V3 Phoenix M),Adreno 829,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",UFS 4.1,"200 MP, f/1.9, (wide), 1/1.56"", PDAF, OIS 8 MP, f/2.2, (ultrawide), 1/4.0""","Color spectrum sensor, LED flash, HDR, panorama","4K, 1080p, gyro-EIS, OIS","32 MP, f/2.2, (wide)","4K, 1080p",Si/C Li-Ion 7600 mAh,100W wired Reverse wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_y31d-14450.php,vivo Y31d,166.6 x 78.4 x 8.4 mm (6.56 x 3.09 x 0.33 in),219 g (7.72 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"IPS LCD, 120Hz, 1250 nits (HBM)","6.75 inches, 111.4 cm 2 (~85.3% screen-to-body ratio)","720 x 1570 pixels, 19.5:9 ratio (~256 ppi density)","Android 16, OriginOS 6",Qualcomm Snapdragon 6s 4G Gen 2,Octa-core (4x2.9 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno,No,"128GB 6GB RAM,128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM",UFS 2.2,"50 MP, f/2.0, 21mm (wide), PDAF Auxiliary lens","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.1, (wide)",1080p@30fps,Si/C Li-Ion 7200 mAh,"44W wired, 50% in 43 min Reverse wired Bypass Charging",,,,,,,
vivo,https://www.gsmarena.com/vivo_y500i_5g-14407.php,vivo Y500i,166.6 x 78.4 x 8.4 mm (6.56 x 3.09 x 0.33 in),219 g (7.72 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"IPS LCD, 120Hz, 1000 nits (HBM), 1200 nits (peak)","6.75 inches, 111.4 cm 2 (~85.3% screen-to-body ratio)","720 x 1570 pixels, 19.5:9 ratio (~256 ppi density)","Android 16, OriginOS 6",Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x1.95 GHz Cortex-A55),Adreno 613,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 8GB RAM, 512GB 12GB RAM",UFS 3.1,,"LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.0, (wide)",1080p@30fps,Si/C Li-Ion 7200 mAh,44W wired Reverse wired,"50 MP, f/1.8, (wide), PDAF",,,,,,
vivo,https://www.gsmarena.com/vivo_s50_pro_mini_5g-14356.php,vivo S50 Pro mini,150.8 x 71.8 x 8 mm (5.94 x 2.83 x 0.31 in),191 g (6.74 oz),"Glass front, aluminum frame, glass back",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"LTPO AMOLED, 1B colors, 120Hz, HDR","6.31 inches, 97.6 cm 2 (~90.2% screen-to-body ratio)","1216 x 2640 pixels, 19.5:9 ratio (~461 ppi density)","Android 16, OriginOS 6",Qualcomm SM8845 Snapdragon 8 Gen 5 (3 nm),Octa-core (2x3.8 GHz Oryon V3 Phoenix L + 6x3.32 GHz Oryon V3 Phoenix M),Adreno 829,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM",UFS 4.1,,"Ring-LED flash, panorama, HDR","4K, 1080p, gyro-EIS","50 MP, f/2.0, 22mm (wide), AF","4K, 1080p",Si/C Li-Ion 6500 mAh,"90W wired, PD 40W wireless Reverse wired",,HDR,,"50 MP, f/1.6, 23mm (wide), 1/1.56"", PDAF, OIS 50 MP, f/2.7, 70mm (periscope telephoto), 1/1.95"", PDAF, OIS, 3x optical zoom 8 MP, f/2.2, 110˚ (ultrawide)",,,
vivo,https://www.gsmarena.com/vivo_s50_5g-14353.php,vivo S50,157.5 x 74.3 x 7.6 mm (6.20 x 2.93 x 0.30 in),196 g (6.91 oz),"Glass front, aluminum frame, glass back",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"AMOLED, 1B colors, 120Hz, HDR","6.59 inches, 106.1 cm 2 (~90.7% screen-to-body ratio)","1260 x 2750 pixels, 19.5:9 ratio (~459 ppi density)","Android 16, OriginOS 6",Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm),Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520),Adreno 735,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM",UFS 4.1,,"Ring-LED flash, panorama, HDR","4K, 1080p, gyro-EIS","50 MP, f/2.0, 22mm (wide), AF","4K, 1080p",Si/C Li-Ion 6500 mAh,"90W wired, PD Reverse wired",,HDR,,"50 MP, f/1.9, 23mm (wide), 1/1.56"", PDAF, OIS 50 MP, f/2.7, 70mm (periscope telephoto), 1/1.95"", PDAF, OIS, 3x optical zoom 8 MP, f/2.2, 110˚ (ultrawide)",,,
vivo,https://www.gsmarena.com/vivo_y500_pro_5g_(china)-14278.php,vivo Y500 Pro,160.2 x 74.5 x 7.8 mm (6.31 x 2.93 x 0.31 in),198.6 g (7.02 oz),"Glass front (Diamond Shield Glass), glass back, plastic frame",Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 5 hours),"AMOLED, 1B colors, 120Hz, 3840 PWM, 800 nits (typ), 1600 nits (HBM)","6.67 inches, 107.4 cm 2 (~90.0% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~460 ppi density)","Android 16, OriginOS 6",Mediatek Dimensity 7400 (4 nm),Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 2.2,"200 MP, f/1.9, 23mm (wide), 1/1.56"", 0.5µm, PDAF, OIS Auxiliary lens","LED flash, panorama, HDR","4K, 1080p, gyro-EIS","32 MP, f/2.5, (wide)","4K, 1080p",Si/C Li-Ion 7000 mAh,90W wired Reverse wired,,Panorama,Diamond Shield Glass,,Anti-reflective coating,,
vivo,https://www.gsmarena.com/vivo_y21d-14508.php,vivo Y21d,166.1 x 77 x 8.4 mm (6.54 x 3.03 x 0.33 in),209 g (7.37 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 6m for 30 min) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions,"IPS LCD, 90Hz, 1000 nits (HBM)","6.68 inches, 107.4 cm 2 (~84.0% screen-to-body ratio)","720 x 1608 pixels, 20:9 ratio (~264 ppi density)","Android 15, Funtouch 15",Unisoc T7225 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MP1,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM",eMMC 5.1,,"Ring-LED flash, panorama",1080p@30fps,"5 MP, f/2.2",Yes,Si/C Li-Ion 6500 mAh,"44W wired, 50% in 40 min Reverse wired","50 MP, f/1.8, (wide), PDAF Auxiliary lens",,Ion strengthened glass,,,,
vivo,https://www.gsmarena.com/vivo_y19s_5g-14276.php,vivo Y19s,167.3 x 77 x 8.2 mm (6.59 x 3.03 x 0.32 in),199 g (7.02 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions,"IPS LCD, 90Hz, 700 nits (HBM)","6.74 inches, 109.7 cm 2 (~85.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~260 ppi density)","Android 15, Funtouch 15",Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",eMMC 5.1,"13 MP, f/2.2, (wide), AF Auxiliary lens","LED flash, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",Yes,Si/C Li-Ion 6000 mAh,15W wired,,,,,,,
vivo,https://www.gsmarena.com/vivo_iqoo_neo11_5g_(china)-14268.php,vivo iQOO Neo11 (China),163.4 x 76.7 x 8.1 mm (6.43 x 3.02 x 0.32 in),210 g or 216 g (7.41 oz),"Glass front, aluminum frame, glass-fiber reinforced plastic back",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min) Drop resistant up to 1.2m,"LTPO AMOLED, 1B colors, 144Hz, 2592Hz PWM, HDR10+","6.82 inches, 113.0 cm 2 (~90.2% screen-to-body ratio)",1440 x 3168 pixels (~510 ppi density),"Android 16, OriginOS 6",Qualcomm SM8750-AC Snapdragon 8 Elite (3 nm),Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",UFS 4.1,"50 MP, f/1.9, (wide), 1/1.56"", PDAF, OIS 8 MP, f/2.2, 119˚ (ultrawide)","LED flash, panorama, HDR","8K, 4K, 1080p, gyro-EIS","16 MP, f/2.5, (wide)",1080p@30fps,Si/C Li-Ion 7500 mAh,"100W wired, 44W UFCS, 55W PD3.0/PPS Reverse wired",,,Rock Glass,,Anti-reflective coating,,
vivo,https://www.gsmarena.com/vivo_iqoo_15_5g-14198.php,vivo iQOO 15,163.7 x 76.8 x 8.1 mm (6.44 x 3.02 x 0.32 in),215 g or 220 g (7.58 oz),"Glass front, aluminum frame, glass-fiber reinforced plastic back or glass back",· Nano-SIM + Nano-SIM + eSIM (max 2 at a time) - International · Nano-SIM + Nano-SIM - China,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min) Color-changing rear panel (gray color only),"LTPO AMOLED, 1B colors, 144Hz, PWM, Dolby Vision, HDR10+, HDR Vivid, 1000 nits (typ), 2600 nits (HBM), 6000 nits (peak)","6.85 inches, 114.0 cm 2 (~90.7% screen-to-body ratio)",1440 x 3168 pixels (~508 ppi density),"Android 16, up to 5 major Android upgrades, OriginOS 6",Qualcomm SM8850-AC Snapdragon 8 Elite Gen 5 (3 nm),Octa-core (2x4.6 GHz Oryon V3 Phoenix L + 6x3.62 GHz Oryon V3 Phoenix M),Adreno 840,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",UFS 4.1,,"LED flash, HDR, panorama","8K@30fps, 4K@24/30/60fps, 1080p@30/60/120/240fps, gyro-EIS","32 MP, f/2.2, 21mm (wide), 1/3.1"", 0.7µm","4K@30/60fps, 1080p@30/60fps",Si/C Li-Ion 7000 mAh,"100W wired, PPS, PD 40W wireless Bypass charging",,HDR,,"50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 50 MP, f/2.6, 85mm (periscope telephoto), 1/1.95"", 0.8µm, PDAF, OIS, 3x optical zoom 50 MP, f/2.1, 15mm (ultrawide), 1/2.76"", 0.64µm, AF",,,
vivo,https://www.gsmarena.com/vivo_x300_pro_5g-14225.php,vivo X300 Pro,161.2 x 75.5 x 8 mm (6.35 x 2.97 x 0.31 in),226 g (7.97 oz),"Glass front (Armor Glass), aluminum frame, glass back",· Nano-SIM + Nano-SIM + eSIM (max 2 at a time) - International · Nano-SIM + Nano-SIM - China,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"LTPO AMOLED, 1B colors, 120Hz, 2160Hz PWM, HDR10+, HDR Vivid, Dolby Vision, 4500 nits (peak)","6.78 inches, 111.5 cm 2 (~91.6% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~452 ppi density)","Android 16, up to 5 major Android upgrades, OriginOS 6",Mediatek Dimensity 9500 (3 nm),Octa-core (1x4.21 GHz C1-Ultra & 3x3.5 GHz C1-Premium & 4x2.7 GHz C1-Pro),Arm G1-Ultra,No,"256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",Dual UFS 4.1,,"Laser AF, color spectrum sensor, Zeiss optics, Zeiss T* lens coating, LED flash, panorama, HDR, 3D LUT import","8K@30fps, 4K@30/60/120fps, 1080p@30/60/120/240fps, gyro-EIS, 4K@120fps 10-bit Log, Dolby Vision HDR","50 MP, f/2.0, 20mm (wide), 1/2.76"", 0.64µm, AF","4K@30/60fps, 1080p@30/60fps",· Si/C Li-Ion 6510 mAh (Global) · Si/C Li-Ion 5440 mAh (EU markets),90W wired 40W wireless Reverse wireless Reverse wired,,HDR,"Armor Glass, Mohs level 4","50 MP, f/1.6, 24mm (wide), 1/1.28"", 1.22µm, PDAF, OIS 200 MP, f/2.7, 85mm (periscope telephoto), 1/1.4"", 0.56µm, multi-directional PDAF, OIS, 3.7x optical zoom, macro 2.7:1 50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF",Ultra HDR image support,,
vivo,https://www.gsmarena.com/vivo_x300_5g-14224.php,vivo X300,150.6 x 71.9 x 8 mm (5.93 x 2.83 x 0.31 in),190 g (6.70 oz),"Glass front, aluminum frame, glass back",· Nano-SIM + Nano-SIM + eSIM (max 2 at a time) - International · Nano-SIM + Nano-SIM - China,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"LTPO AMOLED, 1B colors, 120Hz, 2160Hz PWM, HDR10+, HDR Vivid, 4500 nits (peak)","6.31 inches, 97.6 cm 2 (~90.1% screen-to-body ratio)","1216 x 2640 pixels, 19.5:9 ratio (~461 ppi density)","Android 16, up to 5 major Android upgrades, OriginOS 6",Mediatek Dimensity 9500 (3 nm),Octa-core (1x4.21 GHz C1-Ultra & 3x3.5 GHz C1-Premium & 4x2.7 GHz C1-Pro),Arm G1-Ultra,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",UFS 4.1,,"Laser AF, Zeiss optics, Zeiss T* lens coating, LED flash, panorama, HDR, 3D LUT import","4K@30/60/120fps, 1080p@30/60/120/240fps, gyro-EIS, 4K@120fps HDR","50 MP, f/2.0, 20mm (wide), 1/2.76"", 0.64µm, AF","4K@30/60fps, 1080p@30/60fps",· Si/C Li-Ion 6040 mAh (Global) · Si/C Li-Ion 5360 mAh (EU markets),90W wired 40W wireless Reverse wired,,HDR,"Reinforced Glass, Mohs level 4","200 MP, f/1.7, 23mm (wide), 1/1.4"", 0.56µm, PDAF, OIS 50 MP, f/2.6, 70mm (periscope telephoto), 1/1.95"", PDAF, OIS, 3x optical zoom 50 MP, f/2.0, 15mm, 119˚ (ultrawide), 1/2.76"", 0.64µm, AF",Ultra HDR image support,,
vivo,https://www.gsmarena.com/vivo_pad5e-14226.php,vivo Pad5e,266.4 x 192 x 6.6 mm (10.49 x 7.56 x 0.26 in),584 g or 591 g (1.29 lb),"Glass front, aluminum back, aluminum frame",No,Stylus support,"IPS LCD, 1B colors, 144Hz, HDR10, 900 nits (peak)","12.1 inches, 444.4 cm 2 (~86.9% screen-to-body ratio)",1968 x 2800 pixels (~283 ppi density),"Android 15, OriginOS 5 HD",Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm),Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520),Adreno 735,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM",UFS 3.1 - 128GB UFS 4.1 - 256/512GB,,LED flash,1080p@30fps,5 MP,1080p@30fps,10000 mAh,"44W wired, PD 5W reverse wired",8 MP,,,,,,
vivo,https://www.gsmarena.com/vivo_watch_gt_2-14227.php,vivo Watch GT 2,47.5 x 40.2 x 11 mm (1.87 x 1.58 x 0.43 in),34.8 g or 35.8 g (1.23 oz),"Glass front, aluminum frame, plastic back",eSIM - cellular model only,2ATM water resistant Compatible with standard 22mm straps,"AMOLED, 2400 nits (peak)",2.07 inches,432 x 514 pixels (~324 ppi density),Blue OS 3.0,,,,No,Unspecified,,,,,,,· 595 mAh - eSIM version · 695 mAh - bluetooth version,,,,,,,,
vivo,https://www.gsmarena.com/vivo_v60e_5g-14194.php,vivo V60e,163.5 x 77 x 7.5 mm (6.44 x 3.03 x 0.30 in),190 g (6.70 oz),"Glass front (Diamond Shield Glass), plastic back, plastic frame",Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 2 hours),"AMOLED, 1B colors, 120Hz, HDR10+, 1600 nits (HBM), 5000 nits (peak)","6.77 inches, 110.9 cm 2 (~88.1% screen-to-body ratio)",1080 x 2392 pixels (~388 ppi density),"Android 15, up to 3 major Android upgrades, Funtouch 15",Mediatek Dimensity 7360 Turbo (4 nm),Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",UFS 2.2,"200 MP, f/1.9, 23mm (wide), 1/1.56"", PDAF, OIS 8 MP, f/2.2, 120˚ (ultrawide)","Ring-LED flash, panorama, HDR","4K, 1080p, HDR, gyro-EIS, OIS","50 MP, f/2.0, 22mm (wide), 1/2.76"", 0.64µm, AF","4K, 1080p",Si/C Li-Ion 6500 mAh,90W wired Reverse wired Bypass charging,,,Diamond Shield Glass,,,,
vivo,https://www.gsmarena.com/vivo_v60_lite_5g-14180.php,vivo V60 Lite,163.8 x 76.3 x 7.6 mm (6.45 x 3.00 x 0.30 in),194 g (6.84 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,IP65 dust tight and water resistant (low pressure water jets) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions,"AMOLED, 1B colors, 120Hz, HDR10+","6.77 inches, 110.9 cm 2 (~88.7% screen-to-body ratio)",1080 x 2392 pixels (~388 ppi density),"Android 15, Funtouch 15",Mediatek Dimensity 7360 Turbo (4 nm),Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 8GB RAM, 512GB 12GB RAM",UFS 3.1,"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF 8 MP, f/2.2, 120˚ (ultrawide)","Ring-LED flash, panorama, HDR","4K@30fps, 1080p@30/60fps, gyro-EIS","32 MP, f/2.5, (wide), 1/3.1""","4K@30fps, 1080p@30fps, gyro-EIS",Si/C Li-Ion 6500 mAh,"90W wired, 100% in 52 min 6W reverse wired Bypass charging",,,Mohs level 4,,,,
vivo,https://www.gsmarena.com/vivo_v60_lite-14172.php,vivo V60 Lite 4G,163.8 x 76.3 x 7.6 mm (6.45 x 3.00 x 0.30 in),194 g (6.84 oz),"Glass front, plastic back, plastic frame",· Nano-SIM · Nano-SIM + Nano-SIM,IP65 dust tight and water resistant (low pressure water jets) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions,"AMOLED, 1B colors, 120Hz","6.77 inches, 110.9 cm 2 (~88.7% screen-to-body ratio)",1080 x 2392 pixels (~388 ppi density),"Android 15, Funtouch 15",Qualcomm SM6225 Snapdragon 685 (6 nm) - V2530 Qualcomm Snapdragon 6s 4G Gen 2 - V2549,Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53) - V2530 Octa-core (4x2.9 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53) - V2549,Adreno 610,No,"128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"50 MP, f/1.8, (wide), 1/1.95"", 0.8µm, PDAF 8 MP, f/2.2, 120˚ (ultrawide)","Ring-LED flash, panorama, HDR",1080p@30fps,"32 MP, f/2.5, (wide), 1/3.1""",1080p@30fps,Si/C Li-Ion 6500 mAh,"90W wired, 100% in 55 min 6W reverse wired Bypass charging",,,,,,,
vivo,https://www.gsmarena.com/vivo_y31_pro_5g-14144.php,vivo Y31 Pro,165.7 x 76.3 x 8.1 mm (6.52 x 3.00 x 0.32 in),204 g or 208 g (7.20 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions,"IPS LCD, 120Hz, 960Hz PWM, 1050 nits (HBM)","6.72 inches, 108.8 cm 2 (~86.0% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~393 ppi density)","Android 15, Funtouch 15",Mediatek Dimensity 7300 (4 nm),Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,No,"128GB 8GB RAM, 256GB 8GB RAM",UFS 3.1,"50 MP, f/1.8, (wide), PDAF Auxiliary lens","Ring-LED flash, panorama","4K@30fps, 1080p@30fps, gyro-EIS","8 MP, (wide)",1080p@30fps,Li-Ion 6500 mAh,"44W wired, 50% in 40 min Reverse wired",,,,,,,
