brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Display | Protection,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Main Camera | Triple,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Features,Selfie camera | Video,Battery | Type,Battery | Charging,Main Camera | Dual,Main Camera | Single,Display | ,Memory | ,Selfie camera | Dual,Main Camera | Quad
honor,https://www.gsmarena.com/honor_magic6_lite-12730.php,Honor Magic6 Lite,163.6 x 75.5 x 8 mm (6.44 x 2.97 x 0.31 in),185 g (6.53 oz),,Nano-SIM + Nano-SIM,IP53 dust protected and water resistant (vertical water sprays),"AMOLED, 1B colors, 120Hz, 1200 nits (peak)","6.78 inches, 112.6 cm 2 (~91.2% screen-to-body ratio)","1220 x 2652 pixels, 19.5:9 ratio (~431 ppi density)",,"Android 13, Magic OS 7.2",Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,No,"256GB 8GB RAM, 512GB 8GB RAM","108 MP, f/1.8, (wide), 1/1.67"", PDAF 5 MP, f/2.2, (ultrawide) 2 MP (macro)","LED flash, panorama, HDR","4K@30fps, 1080p@30fps","16 MP, f/2.5, (wide)",,1080p@30fps,Market-dependent versions: · Li-Po 5300 mAh (Europe) · Li-Po 5800 mAh (LATAM),35W wired Reverse wired,,,,,,
honor,https://www.gsmarena.com/honor_x7b-12721.php,Honor X7b,166.7 x 76.5 x 8.2 mm (6.56 x 3.01 x 0.32 in),199 g (7.02 oz),,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz, 850 nits (peak)","6.8 inches, 111.3 cm 2 (~87.3% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~389 ppi density)",,"Android 13, upgradable to Android 14, MagicOS 8",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","108 MP, f/1.8, 24mm (wide), 1/1.67"", 0.64µm, PDAF 5 MP, f/2.2, (ultrawide) Auxiliary lens","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Market-dependent versions: · Li-Po 5330 mAh (Europe and LATAM) · Li-Po 6000 mAh (ROW),35W wired,,,,,,
honor,https://www.gsmarena.com/honor_100_pro-12699.php,Honor 100 Pro,163.7 x 74.7 x 8.2 mm or 8.5 mm,195 g (6.88 oz),,Nano-SIM + Nano-SIM,,"OLED, 1B colors, 120Hz, HDR, 2600 nits (peak)","6.78 inches, 111.5 cm 2 (~91.2% screen-to-body ratio)",1224 x 2700 pixels (~437 ppi density),,"Android 13, MagicOS 7.2",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/2.0, 27mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 32 MP, f/2.4, (telephoto), PDAF, OIS, 2.5x optical zoom 12 MP, f/2.2, 112˚ (ultrawide), AF","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS, OIS",,HDR,"4K@30fps, 1080p@30fps, gyro-EIS",Li-Po 5000 mAh,"100W wired, 50% in 10 min 66W wireless, 100% in 42 min 5W reverse wired Reverse wireless",,,,,"50 MP, f/2.0 2 MP, f/2.4, (depth)",
honor,https://www.gsmarena.com/honor_100-12700.php,Honor 100,161.9 x 74.1 x 7.8 mm (6.37 x 2.92 x 0.31 in),183 g (6.46 oz),,Nano-SIM + Nano-SIM,,"OLED, 1B colors, 120Hz, HDR, 2600 nits (peak)","6.7 inches, 108.5 cm 2 (~90.4% screen-to-body ratio)",1200 x 2664 pixels (~436 ppi density),,"Android 13, MagicOS 7.2",Qualcomm SM7550-AB Snapdragon 7 Gen 3 (4 nm),Octa-core (1x2.63 GHz Cortex-A715 & 3x2.4 GHz Cortex-A715 & 4x1.8GHz Cortex-A510),Adreno 720,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM","50 MP, f/2.0, 27mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/2.2, 112˚ (ultrawide), AF","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS, OIS","50 MP, f/2.1",HDR,"4K@30fps, 1080p@30fps, gyro-EIS",Li-Po 5000 mAh,"100W wired, 100% in 32 min 5W reverse wired",,,,,,
honor,https://www.gsmarena.com/honor_x50i+-12693.php,Honor X50i+,161.1 x 74.6 x 6.8 mm (6.34 x 2.94 x 0.27 in),166 g (5.86 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 90Hz, 1200 nits (HBM), 2000 nits (peak)","6.7 inches, 108.0 cm 2 (~89.9% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",,"Android 13, MagicOS 7.2",Mediatek Dimensity 6080 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"256GB 12GB RAM, 512GB 12GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 4500 mAh,35W wired Reverse wired,"108 MP, f/1.8, 24mm (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_x5_plus-12645.php,Honor X5 Plus,163.3 x 75.1 x 8.4 mm (6.43 x 2.96 x 0.33 in),188 g (6.63 oz),,Nano-SIM + Nano-SIM,,"TFT LCD, 90Hz","6.56 inches, 103.4 cm 2 (~84.3% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,"Android 13, MagicOS 7.1",Mediatek Helio G36 (12 nm),Octa-core (4x2.2 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),PowerVR GE8320,microSDXC,"64GB 4GB RAM, 128GB 4GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 5200 mAh,10W wired,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_x9b-12629.php,Honor X9b,163.6 x 75.5 x 8 mm (6.44 x 2.97 x 0.31 in),185 g (6.53 oz),,Nano-SIM + Nano-SIM,IP53 dust protected and water resistant (vertical water sprays)* * market/region dependent availability,"AMOLED, 1B colors, 120Hz, 1200 nits (peak)","6.78 inches, 112.6 cm 2 (~91.2% screen-to-body ratio)","1220 x 2652 pixels, 19.5:9 ratio (~431 ppi density)",,"Android 13, Magic OS 7.2",Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 8GB RAM, 512GB 12GB RAM","108 MP, f/1.8, (wide), 1/1.67"", PDAF 5 MP, f/2.2, (ultrawide) 2 MP (macro)","LED flash, panorama, HDR","4K@30fps, 1080p@30fps","16 MP, f/2.5, (wide)",,1080p@30fps,Li-Po 5800 mAh,35W wired Reverse wired,,,,UFS 3.1 (market/region dependent),,
honor,https://www.gsmarena.com/honor_play_8t-12628.php,Honor Play 8T,166.7 x 76.5 x 8.2 mm (6.56 x 3.01 x 0.32 in),199 g (7.02 oz),,Nano-SIM + Nano-SIM,,"TFT LCD, 90Hz, 850 nits (peak)","6.8 inches, 111.3 cm 2 (~87.3% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~389 ppi density)",,"Android 13, MagicOS 7.2",Mediatek Dimensity 6080 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"256GB 8GB RAM, 256GB 12GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 6000 mAh,35W wired,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_magic_vs2-12622.php,Honor Magic Vs2,Unfolded: 157.5 x 146.2 x 5.1 mm Folded: 157.5 x 74.4 x 10.7 mm,229 g (8.08 oz),"Glass front, glass back or eco leather back, magnesium alloy frame, titanium alloy folding mechanism",Nano-SIM + Nano-SIM,,"Foldable LTPO OLED, 1B colors, 120Hz, HDR10+, Dolby Vision","7.92 inches, 201.6 cm 2 (~87.6% screen-to-body ratio)",2156 x 2344 pixels (~402 ppi density),,"Android 13, MagicOS 7.2",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 12GB RAM, 512GB 16GB RAM","50 MP, f/1.9, 25mm (wide), PDAF 20 MP, f/2.4, 62mm (telephoto), PDAF, 2.5x optical zoom, OIS 12 MP, f/2.2, 16mm (ultrawide), AF","LED flash, HDR, panorama","4K@30/60fps (10-bit), 1080p@30/60fps, gyro-EIS, HDR10+","16 MP, f/2.2, (wide)",HDR,"4K@30fps, 1080p@30fps, gyro-EIS",Li-Po 5000 mAh,66W wired 5W reverse wired,,,"Cover display: LTPO OLED, 1B colors, 120Hz, HDR10+, 2500 nits (peak) 6.43 inches, 1060 x 2376 pixels",,,
honor,https://www.gsmarena.com/honor_watch_4_pro-12623.php,Honor Watch 4 Pro,46.4 x 46.4 x 11.4 mm (1.83 x 1.83 x 0.45 in),50 g (1.76 oz),"Glass front, plastic back, stainless steel frame 316L",eSIM,50m water resistant 5 ATM Compatible with standard 22mm straps,LTPO AMOLED,1.5 inches,464 x 464 pixels (~310 ppi density),,MagicOS 7.2,,,,No,,,,,,,,Li-Po 480 mAh,Wireless,,,,,,
honor,https://www.gsmarena.com/honor_play_50_plus-12618.php,Honor Play 50 Plus,166.7 x 76.5 x 8.2 mm (6.56 x 3.01 x 0.32 in),199 g (7.02 oz),,Nano-SIM + Nano-SIM,,"TFT LCD, 90Hz, 850 nits (peak)","6.8 inches, 111.3 cm 2 (~87.3% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~389 ppi density)",,"Android 13, MagicOS 7.2",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"256GB 8GB RAM, 256GB 12GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 6000 mAh,35W wired,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_v_purse-12570.php,Honor V Purse,Unfolded: 156.5 x 135.6 x 4.3 mm Folded: 156.5 x 74.7 x 8.6 mm,214 g (7.55 oz),,Nano-SIM + Nano-SIM,,"Foldable OLED, 1B colors, 90Hz, 1600 nits (peak)","7.71 inches, 189.5 cm 2 (~89.3% screen-to-body ratio)",2016 x 2348 pixels (~401 ppi density),,"Android 13, MagicOS 7.2",Qualcomm SM7325 Snapdragon 778G 5G (6 nm),Octa-core (4x2.4 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 642L,No,"256GB 16GB RAM, 512GB 16GB RAM",,"LED flash, panorama, HDR","4K@30fps, 1080p@30fps","8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 4500 mAh,35W wired 5W reverse wired,"50 MP, f/1.9, (wide), PDAF 12 MP, f/2.2, 120˚ (ultrawide)",,"Folded cover display: OLED, 6.45 inches, 1088 x 2348 pixels, 1B colors, 90Hz, 1600 nits (peak)",UFS,,
honor,https://www.gsmarena.com/honor_x40_gt_racing-12569.php,Honor X40 GT Racing,166.1 x 75.8 x 8.5 mm (6.54 x 2.98 x 0.33 in),199.5 g (7.05 oz),,Nano-SIM + Nano-SIM,,"IPS LCD, 144Hz","6.81 inches, 112.3 cm 2 (~89.2% screen-to-body ratio)",1080 x 2388 pixels (~385 ppi density),,"Android 13, Magic OS 7.1",,Octa-core,,No,"256GB 12GB RAM, 512GB 12GB RAM","50 MP, f/1.8, (wide), PDAF 2 MP (macro) Auxiliary lens","LED flash, panorama, HDR","4K@30fps, 1080p@30fps; gyro-EIS","16 MP, f/2.5",,1080p@30fps,Li-Po 4800 mAh,"66W wired, 90% in 30 min 5W reverse wired",,,,UFS 4.0,,
honor,https://www.gsmarena.com/honor_x6a-12442.php,Honor X6a,163.3 x 75.1 x 8.4 mm (6.43 x 2.96 x 0.33 in),188 g (6.63 oz),,Nano-SIM + Nano-SIM,,"TFT LCD, 90Hz","6.56 inches, 103.4 cm 2 (~84.3% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,"Android 13, upgradable to Android 14, MagicOS 8",Mediatek Helio G36 (12 nm),Octa-core (4x2.2 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),PowerVR GE8320,microSDXC,"128GB 4GB RAM, 128GB 6GB RAM, 256GB 6GB RAM","50 MP, f/1.8, (wide), PDAF 2 MP (macro) Auxiliary lens","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 5200 mAh,"22.5W wired, 31% in 20 min",,,,,,
honor,https://www.gsmarena.com/honor_magic_v2-12383.php,Honor Magic V2,Unfolded: 156.7 x 145.4 x 4.7 mm or 4.8 mm Folded: 156.7 x 74.1 x 9.9 mm or 10.1 mm,231 g or 237 g (8.15 oz),"Glass front, glass back or eco leather back, magnesium alloy frame, titanium alloy folding mechanism",· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,Stylus support,"Foldable LTPO OLED, 1B colors, 120Hz, HDR10+, 1600 nits (peak)","7.92 inches, 201.6 cm 2 (~88.5% screen-to-body ratio)",2156 x 2344 pixels (~402 ppi density),,"Android 13, upgradable to Android 14, MagicOS 8",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm) - Intl Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) - China,Octa-core (1x3.19 GHz (INTL) / 1x3.36 GHz (CN) Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,"256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM","50 MP, f/1.9, (wide), PDAF, OIS 20 MP, f/2.4, 62mm (telephoto), PDAF, 2.5x optical zoom, OIS 50 MP, f/2.0, 13mm (ultrawide), AF","Multi-zone Laser AF (8x8 dToF), color spectrum sensor, LED flash, HDR, panorama","4K@30/60fps (10-bit), 1080p@30/60fps, gyro-EIS, HDR10+, OIS","16 MP, f/2.2, (wide)",HDR,"4K@30fps, 1080p@30fps, gyro-EIS",Si/C Li-Ion 5000 mAh,66W wired 5W reverse wired,,,"Cover display: LTPO OLED, 1B colors, 120Hz, HDR10+, 2500 nits 6.43 inches, 1060 x 2376 pixels, 402 ppi, nanocrystal glass 2.0",,,
honor,https://www.gsmarena.com/honor_watch_4-12416.php,Honor Watch 4,45.3 x 39.1 x 11.2 mm (1.78 x 1.54 x 0.44 in),32 g (1.13 oz),"Glass front, plastic back, plastic frame",eSIM,5ATM water resistant (50m waterproof),AMOLED,1.75 inches,390 x 450 pixels (~340 ppi density),,MagicOS 7.2,,,,No,4GB 32MB RAM,,,,,,,Li-Ion 451 mAh,,,,,,,
honor,https://www.gsmarena.com/honor_magicpad_13-12417.php,Honor MagicPad 13,291.7 x 191.1 x 6.5 mm or 6.8 mm,660 g or 673 g (1.09 lb),,No,Stylus support (2ms),"TFT LCD, 1B colors, 144Hz, HDR10, 700 nits (HBM)","13.0 inches, 494.7 cm 2 (~88.7% screen-to-body ratio)",1840 x 2880 pixels (~263 ppi density),,"Android 13, MagicOS 7.2",Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM",,"LED flash, HDR","4K@30fps, 1080p@30fps","9 MP, f/2.2",,1080p@30fps,Li-Po 10050 mAh,66W wired 5W reverse wired,,"13 MP, f/2.0, AF",,,,
honor,https://www.gsmarena.com/honor_pad_x9-12404.php,Honor Pad X9,267.3 x 167.4 x 6.9 mm (10.52 x 6.59 x 0.27 in),495 g or 499 g (1.09 lb),"Glass front, aluminum frame, aluminum back",Nano-SIM (cellular model only),,"TFT LCD, 120Hz","11.5 inches, 376.4 cm 2 (~84.1% screen-to-body ratio)","1200 x 2000 pixels, 5:3 ratio (~203 ppi density)",,"Android 13, MagicOS 7.1",Qualcomm SM6225 Snapdragon 685 (6 nm),Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,No,128GB 4GB RAM,,HDR,1080p@30fps,"5 MP, f/2.2",,1080p@30fps,Li-Po 7250 mAh,22.5W wired,,"5 MP, f/2.2, AF",,,,
honor,https://www.gsmarena.com/honor_pad_x8_pro-12403.php,Honor Pad X8 Pro,267.3 x 167.4 x 6.9 mm (10.52 x 6.59 x 0.27 in),495 g (1.09 lb),"Glass front, aluminum frame, aluminum back",No,,"TFT LCD, 120Hz","11.5 inches, 376.4 cm 2 (~84.1% screen-to-body ratio)","1200 x 2000 pixels, 5:3 ratio (~203 ppi density)",,"Android 13, MagicOS 7.1",Qualcomm SM6225 Snapdragon 685 (6 nm),Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,No,"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",,HDR,1080p@30fps,"5 MP, f/2.2",,1080p@30fps,Li-Po 7250 mAh,,,"5 MP, f/2.2, AF",,,,
honor,https://www.gsmarena.com/honor_x50-12384.php,Honor X50,163.6 x 75.5 x 8 mm (6.44 x 2.97 x 0.31 in),185 g (6.53 oz),,Nano-SIM + Nano-SIM,IP53 dust protected and water resistant (vertical water sprays),"AMOLED, 1B colors, 120Hz, 1200 nits (peak)","6.78 inches, 112.6 cm 2 (~91.2% screen-to-body ratio)","1220 x 2652 pixels, 19.5:9 ratio (~431 ppi density)",,"Android 13, Magic OS 7.1",Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM",,"LED flash, panorama, HDR","4K@30fps, 1080p@30fps","8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 5800 mAh,35W wired 6W reverse wired,"108 MP, f/1.8, (wide), 1/1.67"", PDAF 2 MP (macro)",,,,,
honor,https://www.gsmarena.com/honor_play_40-12401.php,Honor Play 40,163.3 x 75.1 x 8.4 mm (6.43 x 2.96 x 0.33 in),188 g (6.63 oz),,Nano-SIM + Nano-SIM,,"TFT LCD, 90Hz","6.56 inches, 103.4 cm 2 (~84.3% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,"Android 13, Magic OS 7.1",Qualcomm SM4350-AC Snapdragon 480+ 5G (8 nm),Octa-core (2x2.2 GHz Kryo 460 & 6x1.9 GHz Kryo 460),Adreno 619,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 5200 mAh,10W wired,"13 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_x50i-12400.php,Honor X50i,162.9 x 74.5 x 7.5 mm (6.41 x 2.93 x 0.30 in),179 g (6.31 oz),,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.7 inches, 108.7 cm 2 (~89.6% screen-to-body ratio)",1080 x 2388 pixels (~391 ppi density),,"Android 13, Magic OS 7.1",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"256GB 8GB RAM, 256GB 12GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 4500 mAh,"35W wired, 55% in 30 min","100 MP, f/1.9, 27mm (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_90_lite-12377.php,Honor 90 Lite,162.9 x 74.5 x 7.5 mm (6.41 x 2.93 x 0.30 in),179 g (6.31 oz),,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.7 inches, 108.7 cm 2 (~89.6% screen-to-body ratio)",1080 x 2388 pixels (~391 ppi density),,"Android 13, Magic OS 7.1",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"256GB 4GB RAM, 256GB 8GB RAM","100 MP, f/1.9, (wide), PDAF 5 MP, f/2.2, (ultrawide) 2 MP (macro)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.5, (wide)",,1080p@30fps,Li-Po 4500 mAh,"35W wired, 55% in 30 min (Europe) 22.5W wired (Global)",,,,,,
honor,https://www.gsmarena.com/honor_90_pro-12296.php,Honor 90 Pro,163.8 x 74.9 x 8.1 mm (6.45 x 2.95 x 0.32 in),192 g (6.77 oz),,Nano-SIM + Nano-SIM,,"AMOLED, 1B colors, 120Hz, HDR, 1600 nits (peak)","6.78 inches, 111.5 cm 2 (~90.9% screen-to-body ratio)",1224 x 2700 pixels (~437 ppi density),,"Android 13, MagicOS 7.1",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,No,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM","200 MP, f/1.9, (wide), 1/1.4"", 0.56µm, PDAF 32 MP, f/2.4, (telephoto), PDAF, OIS, 2.5x optical zoom 12 MP, f/2.2, 112˚ (ultrawide), AF","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS",,HDR,"4K@30fps, 1080p@30fps, gyro-EIS",Li-Po 5000 mAh,"90W wired, 3-56% in 15 min 5W reverse wired",,,,,"50 MP, f/2.4, 100˚, (ultrawide) 2 MP, f/2.4, (depth)",
honor,https://www.gsmarena.com/honor_90-12297.php,Honor 90,161.9 x 74.1 x 7.8 mm (6.37 x 2.92 x 0.31 in),183 g (6.46 oz),,· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,,"AMOLED, 1B colors, 120Hz, HDR10+, 1600 nits (peak)","6.7 inches, 108.9 cm 2 (~90.8% screen-to-body ratio)",1200 x 2664 pixels (~435 ppi density),,"Android 13, upgradable to Android 14, MagicOS 8",Qualcomm Snapdragon 7 Gen 1 Accelerated Edition (4 nm),Octa-core (1x2.5 GHz Cortex-A710 & 3x2.36 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510),Adreno 644,No,"256GB 8GB RAM, 256GB 12GB RAM, 256GB 16GB RAM, 512GB 8GB RAM, 512GB 12GB RAM, 512GB 16GB RAM","200 MP, f/1.9, (wide), 1/1.4"", 0.56µm, PDAF 12 MP, f/2.2, 112˚ (ultrawide), AF Auxiliary lens","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, gyro-EIS","50 MP, f/2.4, 100˚, (ultrawide)",HDR,"4K@30fps, 1080p@30fps, gyro-EIS",Li-Po 5000 mAh,66W wired 5W reverse wired,,,,,,
honor,https://www.gsmarena.com/honor_pad_v8-12248.php,Honor Pad V8,252.1 x 163.6 x 7.4 mm (9.93 x 6.44 x 0.29 in),485 g (1.07 lb),,No,Honor Pencil 3 (15ms latency),"IPS LCD, 120Hz","11.0 inches, 350.9 cm 2 (~85.1% screen-to-body ratio)","2560 x 1600 pixels, 16:10 ratio (~274 ppi density)",,"Android 12, MagicOS 6.1",Mediatek Dimensity 8020 (6 nm),Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM",,LED flash,"4K@30fps, 1080p@30fps","5 MP, f/2.2",,1080p@30fps,Li-Po 7250 mAh,22.5W wired,"13 MP, f/1.8, (wide), 1/3.0"", AF 2 MP (macro)",,,,,
honor,https://www.gsmarena.com/honor_play7t_pro-12200.php,Honor Play7T Pro,162.9 x 74.5 x 7.4 mm (6.41 x 2.93 x 0.29 in),175 g (6.17 oz),,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.7 inches, 108.7 cm 2 (~89.6% screen-to-body ratio)",1080 x 2388 pixels (~391 ppi density),,"Android 12, Magic UI 6.1",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 8GB RAM, 256GB 8GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 4000 mAh,40W wired,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_play7t-12201.php,Honor Play7T,167.5 x 76.9 x 8.3 mm (6.59 x 3.03 x 0.33 in),196 g (6.91 oz),,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.74 inches, 109.7 cm 2 (~85.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~260 ppi density)",,"Android 12, Magic UI 6.1",Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 8GB RAM, 256GB 8GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2, (wide)",,1080p@30fps,Li-Po 6000 mAh,22.5W wired,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",,,,,
honor,https://www.gsmarena.com/honor_70_lite-12180.php,Honor 70 Lite,163.7 x 75.1 x 8.7 mm (6.44 x 2.96 x 0.34 in),194 g (6.84 oz),,Nano-SIM + Nano-SIM,,"TFT LCD, 90Hz","6.5 inches, 102.0 cm 2 (~83.0% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,"Android 12, upgradable to Android 14, Magic UI 8",Qualcomm SM4350-AC Snapdragon 480+ 5G (8 nm),Octa-core (2x2.2 GHz Kryo 460 & 6x1.9 GHz Kryo 460),Adreno 619,Unspecified,128GB 4GB RAM,"50 MP, f/1.8, (wide), PDAF 2 MP (macro) Auxiliary lens","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",,1080p@30fps,Li-Po 5000 mAh,22.5W wired,,,,,,
