brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Memory | ,Main Camera | Single,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Video,Battery | Type,Battery | Charging,Body | Build,Display | Protection,Display | ,Main Camera | Triple,Main Camera | Dual,Selfie camera | Features,Selfie camera | Dual,Main Camera | Quad
tecno,https://www.gsmarena.com/tecno_spark_10-12178.php,Tecno Spark 10,163.9 x 75.4 x 8.4 mm (6.45 x 2.97 x 0.33 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.6 inches, 104.6 cm 2 (~84.7% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)","Android 13, HIOS 12",Mediatek MT6765 Helio G37 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),PowerVR GE8320,microSDXC,"64GB 4GB RAM, 128GB 4GB RAM, 128GB 8GB RAM",,"50 MP, (wide), 0.7µm, PDAF Auxiliary lens","Dual-LED flash, HDR, panorama",1080p@30fps,"8 MP, (wide)",1080p@30fps,5000 mAh,18W wired,"Glass front, plastic frame, plastic back",,,,,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_10_pro-12156.php,Tecno Spark 10 Pro,168.4 x 76.2 x 8.4 mm (6.63 x 3.00 x 0.33 in),208 g (7.34 oz),Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.8 inches, 109.3 cm 2 (~85.1% screen-to-body ratio)",1080 x 2460 pixels (~396 ppi density),"Android 13, HIOS 12.6",Mediatek MT6769H Helio G88 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,"50 MP, f/1.6, (wide), PDAF Auxiliary lens","Dual-LED flash, HDR, panorama","1440p@30fps, 1080p@30fps","32 MP, (wide)","1440p@30fps, 1080p@30fps",5000 mAh,18W wired,"Glass front, plastic frame, glass back",,,,,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_phantom_v_fold-12150.php,Tecno Phantom V Fold,Unfolded: 159.4 x 140.4 x 6.9 mm Folded: 159.4 x 72 x 14.2-14.5 mm,299 g (10.55 oz),Nano-SIM + Nano-SIM,,"Foldable LTPO AMOLED, 1B colors, 120Hz, 1100 nits (peak)","7.85 inches, 196.9 cm 2 (~88.0% screen-to-body ratio)",2000 x 2296 pixels (~388 ppi density),"Android 13, HiOS 13 Fold",Mediatek Dimensity 9000+ (4 nm),Octa-core (1x3.20 GHz Cortex-X2 & 3x2.85 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Mali-G710 MC10,No,"256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1,,"Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps","16 MP, f/2.5, (wide), 1/2.8"", 1.12µm Cover camera: 32 MP, f/2.5, (wide), 1/2.8"", 0.8µm",1080p@60fps,5000 mAh,"45W wired, 40% in 15 min, 100% in 55 min","Glass front folded (Gorilla Glass Victus), plastic back, aluminum frame",,"Cover display: LTPO AMOLED, 1B colors, 120Hz, 1100 nits (peak), Corning Gorilla Glass Victus 6.42 inches, 1080 x 2550 pixels, 431 PPI","50 MP, f/1.9, (wide), 1/1.3"", 1.2µm, PDAF 50 MP, f/2.0, (telephoto), 1/2.8"", 0.64µm, PDAF, 2x optical zoom 13 MP, f/2.2, 120˚ (ultrawide), 1/3.0"", 1.12µm, PDAF",,,,
tecno,https://www.gsmarena.com/tecno_pop_7_pro-12108.php,Tecno Pop 7 Pro,163.9 x 75.5 x 8.9 mm (6.45 x 2.97 x 0.35 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.6 inches, 104.6 cm 2 (~84.6% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)","Android 12, HIOS 12",Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),64GB 3GB RAM,eMMC 5.1,,"Dual-LED flash, panorama, HDR",1080p@30fps,5 MP,Yes,5000 mAh,10W wired,"Glass front, plastic back, plastic frame",,,,"13 MP, (wide), AF Auxiliary lens",,,
tecno,https://www.gsmarena.com/tecno_spark_go_2023-12086.php,Tecno Spark Go 2023,163.9 x 75.5 x 8.9 mm (6.45 x 2.97 x 0.35 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.6 inches, 104.4 cm 2 (~84.4% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~267 ppi density)","Android 12, HIOS 12",Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",eMMC 5.1,,"Dual-LED flash, panorama, HDR",1080p@30fps,5 MP,Yes,5000 mAh,10W wired,,,,,"13 MP, f/1.9, (wide), AF Auxiliary lens",,,
tecno,https://www.gsmarena.com/tecno_phantom_x2_pro-12010.php,Tecno Phantom X2 Pro,164.6 x 72.7 x 9 mm (6.48 x 2.86 x 0.35 in),201 g (7.09 oz),Nano-SIM + Nano-SIM,,"AMOLED, 120Hz, 500 nits","6.8 inches, 111.6 cm 2 (~93.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~387 ppi density)","Android 12, upgradable to Android 14, HIOS 14.5",Mediatek Dimensity 9000 (4 nm),Octa-core (1x3.05 GHz Cortex-X2 & 3x2.85 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Mali-G710 MC10,No,256GB 12GB RAM,UFS 3.1,,"LED flash, panorama, HDR","4K@30/60fps, 1080p@30fps","32 MP, f/2.5, (wide), 1/2.8"", 0.8µm",1080p@30fps,5160 mAh,"45W wired, 54% in 20 min, 100% in 60 min","Glass front (Gorilla Glass Victus), aluminum frame, plastic back",Corning Gorilla Glass Victus,,"50 MP, f/1.9, (wide), 1/1.3"", 1.2µm, PDAF 50 MP, f/1.5, 65mm (telephoto), 1/2.7"", 0.64µm, PDAF, 2.5x optical zoom, retractable lens 13 MP, f/2.2, (ultrawide), 1/1.3"", 1.12µm, AF",,LED flash,,
tecno,https://www.gsmarena.com/tecno_phantom_x2-12009.php,Tecno Phantom X2,164.6 x 72.7 x 8.9 mm (6.48 x 2.86 x 0.35 in),203 g (7.16 oz),Nano-SIM + Nano-SIM,,"AMOLED, 120Hz","6.8 inches, 111.6 cm 2 (~93.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~387 ppi density)","Android 12, HIOS 12",Mediatek Dimensity 9000 (4 nm),Octa-core (1x3.05 GHz Cortex-X2 & 3x2.85 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Mali-G710 MC10,No,256GB 8GB RAM,UFS 3.1,,"LED flash, panorama, HDR","4K@30/60fps, 1080p@30fps","32 MP, f/2.5, (wide)",1080p@30fps,5160 mAh,"45W wired, 54% in 20 min, 100% in 60 min","Glass front (Gorilla Glass Victus), aluminum frame, plastic back",Corning Gorilla Glass Victus,,"64 MP, f/1.7, (wide), PDAF, OIS 13 MP, f/2.2, (ultrawide), 1/1.3"", 1.12µm, AF 2 MP",,LED flash,,
tecno,https://www.gsmarena.com/tecno_pova_4-11926.php,Tecno Pova 4,170.6 x 77.5 x 8.7 mm (6.72 x 3.05 x 0.34 in),214 g (7.55 oz),Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.82 inches, 112.3 cm 2 (~84.9% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~257 ppi density)","Android 12, HIOS 12",Mediatek Helio G99 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),128GB 8GB RAM,,"50 MP, (wide), PDAF Auxiliary lens",Dual LED flash,"1440p@30fps, 1080p@30fps",8 MP,1080p@30fps,6000 mAh,18W wired,"Glass front, plastic frame, plastic back",,,,,LED flash,,
tecno,https://www.gsmarena.com/tecno_pova_4_pro-11925.php,Tecno Pova 4 Pro,164.8 x 77 x 9.2 mm (6.49 x 3.03 x 0.36 in),-,Nano-SIM + Nano-SIM,,"AMOLED, 90Hz","6.66 inches, 105.3 cm 2 (~83.0% screen-to-body ratio)",1080 x 2460 pixels (~403 ppi density),"Android 12, HIOS",Mediatek Helio G99 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,256GB 8GB RAM,,"50 MP, (wide), PDAF Auxiliary lens",Dual LED flash,"1440p@30fps, 1080p@30fps",8 MP,1080p@30fps,6000 mAh,45W wired,"Glass front, plastic frame, plastic back",,,,,LED flash,,
tecno,https://www.gsmarena.com/tecno_pova_neo_2-11900.php,Tecno Pova Neo 2,170.9 x 77.8 x 9.6 mm (6.73 x 3.06 x 0.38 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.82 inches, 110.5 cm 2 (~83.1% screen-to-body ratio)",720 x 1640 pixels (~263 ppi density),"Android 12, HIOS 8.6",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",,,"Dual-LED flash, HDR, panorama",1080p@30fps,8 MP,Yes,7000 mAh,18W wired,"Glass front, plastic frame, plastic back",,,,"16 MP, (wide), AF Secondary unknown camera",LED flash,,
tecno,https://www.gsmarena.com/tecno_pova_neo_5g-11898.php,Tecno Pova Neo 5G,170.8 x 77.9 x 9.5 mm (6.72 x 3.07 x 0.37 in),-,Nano-SIM + Nano-SIM,Splash resistant,"IPS LCD, 120Hz, 500 nits","6.8 inches, 109.8 cm 2 (~82.5% screen-to-body ratio)",1080 x 2460 pixels (~395 ppi density),"Android 12, HIOS 8.6",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),128GB 4GB RAM,,,"Quad-LED flash, HDR, panorama",1440p@30fps,8 MP,1440p@30fps,6000 mAh,18W wired,"Glass front, plastic frame, plastic back",,,,"50 MP, (wide), AF Auxiliary lens","Dual-LED flash, HDR",,
tecno,https://www.gsmarena.com/tecno_pop_6_pro-11886.php,Tecno Pop 6 Pro,164.9 x 76.3 x 8.8 mm (6.49 x 3.00 x 0.35 in),195 g (6.88 oz),Nano-SIM + Nano-SIM,Splash resistant,"IPS LCD, 480 nits (peak)","6.56 inches, 103.4 cm 2 (~82.2% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 12 (Go edition), HiOS 8.6",Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC,32GB 2GB RAM,eMMC 5.1,,"Dual-LED flash, HDR",1080p@30fps,5 MP,,5000 mAh,,"Glass front, plastic frame, plastic back",,,,"8 MP, f/2.0 Auxiliary lens",LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_9t_(india)-11732.php,Tecno Spark 9T (India),164.5 x 76.1 x 8.9 mm (6.48 x 3.00 x 0.35 in),-,Nano-SIM + Nano-SIM,Splash resistant design,"IPS LCD, 500 nits","6.6 inches, 104.9 cm 2 (~83.8% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)","Android 11, HIOS 7.6",Mediatek MT6765G Helio G35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC,64GB 4GB RAM,eMMC 5.1,,"Quad-LED flash, HDR",1080p@30fps,"8 MP, (wide)",1080p@30fps,5000 mAh,18W wired,"Glass front, plastic frame, plastic back",,,"50 MP, f/1.6, 27mm (wide), AF Auxiliary lenses",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_9-11694.php,Tecno Spark 9,164.6 x 76 x 9 mm (6.48 x 2.99 x 0.35 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.6 inches, 105.2 cm 2 (~84.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Android 12, HIOS 8.6",Mediatek MT6765V/CB Helio G37 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"64GB 3GB RAM, 64GB 4GB RAM, 128GB 6GB RAM",,"13 MP, f/1.9, 27mm (wide), AF Auxiliary lens","Dual-LED flash, panorama, HDR",1080p@30fps,"8 MP, (wide)",Yes,5000 mAh,,,,,,,LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_9t-11631.php,Tecno Spark 9T,164.3 x 75.6 x 8.7 mm (6.47 x 2.98 x 0.34 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.6 inches, 105.2 cm 2 (~84.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Android 12, HIOS 8.6",Mediatek MT6765V/CB Helio G37 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC,"64GB 4GB RAM, 128GB 4GB RAM",,,"Quad-LED flash, HDR",1080p@30fps,"32 MP, (wide)",1080p@30fps,5000 mAh,10W wired,,,,"13 MP, f/1.9, 27mm (wide), AF Auxiliary lenses",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_camon_19_pro_5g-11625.php,Tecno Camon 19 Pro 5G,166.7 x 74.3 x 8.6 mm (6.56 x 2.93 x 0.34 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz","6.8 inches, 109.8 cm 2 (~88.7% screen-to-body ratio)",1080 x 2460 pixels (~395 ppi density),"Android 12, HIOS 8.6",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Unspecified,"128GB 8GB RAM, 256GB 8GB RAM",,,"Quad-LED flash, panorama, HDR","1080p@30fps, HDR","16 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,"33W wired, 100% in 65 min",,,,"64 MP, f/1.6, 26mm (wide), 1/1.7"", 0.8µm, PDAF, OIS 2 MP (macro) Auxiliary lens",,HDR,,
tecno,https://www.gsmarena.com/tecno_camon_19_pro-11618.php,Tecno Camon 19 Pro,166.8 x 74.6 x 8.6 mm (6.57 x 2.94 x 0.34 in),204 g (7.20 oz),Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz","6.8 inches, 109.8 cm 2 (~88.2% screen-to-body ratio)",1080 x 2460 pixels (~395 ppi density),"Android 12, HIOS 8.6",Mediatek MT6781 Helio G96 (12 nm),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 8GB RAM, 256GB 8GB RAM",,,"Laser AF, Quad-LED flash, panorama, HDR","1080p@30fps, HDR","32 MP, f/2.4, 26mm (wide), 1/3.4"", 0.8µm",1080p@30fps,5000 mAh,"33W wired, 100% in 65 min","Glass front, plastic back, plastic frame",,,"64 MP, f/1.6, 26mm (wide), 1/1.7"", 0.8µm, PDAF, OIS 50 MP, f/2.0, 50mm (telephoto), 1/2.76"", 0.64µm, PDAF, 2x zoom Auxiliary lens",,HDR,,
tecno,https://www.gsmarena.com/tecno_camon_19-11617.php,Tecno Camon 19,166.6 x 74.4 x 8.3 mm (6.56 x 2.93 x 0.33 in),198 g (6.98 oz),Nano-SIM + Nano-SIM,,IPS LCD,"6.8 inches, 109.8 cm 2 (~88.6% screen-to-body ratio)",1080 x 2460 pixels (~395 ppi density),"Android 12, HIOS 8.6",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,Unspecified,"128GB 4GB RAM, 128GB 6GB RAM",,,"Quad-LED flash, panorama, HDR",1080p@30fps,"16 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,18W wired,,,,"64 MP, f/1.7, 26mm (wide), 1/1.7"", 0.8µm, PDAF Auxiliary lenses",,,,
tecno,https://www.gsmarena.com/tecno_camon_19_neo-11619.php,Tecno Camon 19 Neo,168.8 x 76.9 x 8.5 mm (6.65 x 3.03 x 0.33 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.8 inches, 109.8 cm 2 (~84.6% screen-to-body ratio)",1080 x 2460 pixels (~395 ppi density),"Android 12, HIOS 8.6",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,Unspecified,128GB 6GB RAM,,,"Quad-LED flash, panorama, HDR",1080p@30fps,"32 MP, f/2.5, 26mm (wide), 0.8µm",1080p@30fps,5000 mAh,18W wired,,,,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF Auxiliary lenses",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_pop_6-11781.php,Tecno Pop 6,157.8 x 73.8 x 9.7 mm (6.21 x 2.91 x 0.38 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.1 inches, 91.3 cm 2 (~78.4% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Android 11 (Go edition), HiOS",,,,No,32GB 2GB RAM,,,Dual LED flash,,5 MP,,Li-Ion 5000 mAh,,,,,,5 MP Auxiliary lens,LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_9_pro-11603.php,Tecno Spark 9 Pro,164.2 x 75.6 x 8.4 mm (6.46 x 2.98 x 0.33 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.6 inches, 103.4 cm 2 (~83.3% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~403 ppi density)","Android 12, HIOS 8.6",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 6GB RAM",,,"Dual-LED flash, HDR, panorama",1080p@30fps,"32 MP, (wide)",1080p@30fps,5000 mAh,18W wired,"Glass front, plastic frame, plastic back",,,"50 MP, f/1.6, 27mm (wide), PDAF Auxiliary lenses",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_pova_3-11553.php,Tecno Pova 3,173.1 x 78.5 x 9.4 mm (6.81 x 3.09 x 0.37 in),230 g (8.11 oz),Nano-SIM + Nano-SIM,RGB notification light stripe on the back (Electric Blue model only),"IPS LCD, 90Hz","6.9 inches, 113.1 cm 2 (~83.2% screen-to-body ratio)",1080 x 2460 pixels (~389 ppi density),"Android 11, HIOS",Mediatek MT6769H Helio G88 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 6GB RAM",,"50 MP, (wide), PDAF Auxiliary lenses","Quad-LED flash, HDR","1440p@30fps, 1080p@30fps","8 MP, f/2.0",1080p@30fps,7000 mAh,33W wired 10W reverse wired,"Glass front, plastic frame, plastic back",,,,,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_pop_6_go-11782.php,Tecno Pop 6 Go,160.3 x 78.8 x 10.9 mm (6.31 x 3.10 x 0.43 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.0 inches, 92.9 cm 2 (~73.5% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~179 ppi density)","Android 11 (Go edition), HiOS",,,,No,"16GB 1GB RAM, 32GB 2GB RAM",,,LED flash,,5 MP,Yes,Li-Ion 4000 mAh,,,,,,"5 MP, f/2.2, AF Auxiliary lens",LED flash,,
tecno,https://www.gsmarena.com/tecno_pop_5s-11352.php,Tecno Pop 5S,148 x 72.3 x 9.9 mm (5.83 x 2.85 x 0.39 in),160 g (5.64 oz),Nano-SIM + Nano-SIM,,IPS LCD,"5.7 inches, 81.1 cm 2 (~75.8% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Android 10 (Go edition), HiOS",,,,microSDXC,32GB 2GB RAM,eMMC 5.1,,LED flash,,2 MP,,Li-Ion 3020 mAh,,"Glass front, plastic frame, plastic back",,,,5 MP Auxiliary lens,LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_8c-11340.php,Tecno Spark 8C,164.6 x 76 x 9 mm (6.48 x 2.99 x 0.35 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.6 inches, 104.6 cm 2 (~83.7% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)","Android 11 (Go edition), HiOS 7.6",Unisoc T606 (12 nm),Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,microSDXC,"64GB 2GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",eMMC 5.1,,"Dual-LED lash, HDR",1080p@30fps,8 MP,,5000 mAh,,"Glass front, plastic frame, plastic back",,,,"13 MP, f/1.8, 27mm (wide) Auxiliary lens",LED flash,,
tecno,https://www.gsmarena.com/tecno_pop_5x-11337.php,Tecno Pop 5X,166 x 75.9 x 8.5 mm (6.54 x 2.99 x 0.33 in),150 g (5.29 oz),Nano-SIM + Nano-SIM,,IPS LCD,"6.52 inches, 102.6 cm 2 (~81.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 10 (Go edition), HiOS",Unisoc SC9832E (28 nm),Quad-core 1.4 GHz,Mali-T820 MP1,microSDXC,32GB 2GB RAM,eMMC 5.1,,"LED flash, HDR",1080p@30fps,"5 MP, f/2.0",,Li-Ion 4000 mAh,,"Glass front, plastic frame, plastic back",,,8 MP Auxiliary lenses,,,,
tecno,https://www.gsmarena.com/tecno_pop_5_pro-11326.php,Tecno Pop 5 Pro,164.9 x 76.1 x 9.5 mm (6.49 x 3.00 x 0.37 in),-,Nano-SIM + Nano-SIM,Splash resistant,"IPS LCD, 480 nits (peak)","6.52 inches, 102.6 cm 2 (~81.8% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 11 (Go edition), HiOS 7.6",Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC,32GB 3GB RAM,eMMC 5.1,,"Dual-LED flash, HDR",1080p@30fps,"5 MP, f/2.0",,6000 mAh,,"Glass front, plastic frame, plastic back",,,,8 MP Auxiliary lens,LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_8_pro-11297.php,Tecno Spark 8 Pro,169 x 76.8 x 8.8 mm (6.65 x 3.02 x 0.35 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 500 nits (HBM)","6.8 inches, 109.8 cm 2 (~84.6% screen-to-body ratio)",1080 x 2460 pixels (~395 ppi density),"Android 11, HIOS 7.6",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM",eMMC 5.1,,"Dual-LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 26mm (wide)",1080p@30fps,5000 mAh,33W wired,"Glass front, plastic frame, plastic back",NEG,,"48 MP, f/1.8, (wide), PDAF Auxiliary lenses",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_8t-11298.php,Tecno Spark 8T,164.3 x 75.9 x 8.9 mm (6.47 x 2.99 x 0.35 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.6 inches, 104.9 cm 2 (~84.1% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)","Android 11, HIOS 7.6",Mediatek MT6765G Helio G35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),64GB 4GB RAM,eMMC 5.1,,"Quad-LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 26mm (wide)",1080p@30fps,5000 mAh,,"Glass front, plastic frame, plastic back",,,"50 MP, f/1.6, (wide), PDAF Auxiliary lens",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_spark_go_2022-11299.php,Tecno Spark Go 2022,164.5 x 76 x 9 mm (6.48 x 2.99 x 0.35 in),199 g (7.02 oz),Nano-SIM + Nano-SIM,,IPS LCD,"6.52 inches, 102.6 cm 2 (~82.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Android 11 (Go edition), HiOS 7.6",,Quad-core,,microSDXC (dedicated slot),32GB 2GB RAM,eMMC 5.1,,"Dual-LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0",,5000 mAh,,,,,,"13 MP, f/1.8, 27mm (wide), AF Auxiliary lens",LED flash,,
tecno,https://www.gsmarena.com/tecno_pova_5g-11289.php,Tecno Pova 5G,172.8 x 78.2 x 9.1 mm (6.80 x 3.08 x 0.36 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz","6.9 inches, 113.1 cm 2 (~83.7% screen-to-body ratio)",1080 x 2460 pixels (~389 ppi density),"Android 11, HIOS 8.0",Mediatek Dimensity 900 (6 nm),Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,Unspecified,128GB 8GB RAM,UFS 3.1,,"Quad-LED flash, panorama, HDR","4K@30fps, 1080p@30/60fps","16 MP, (wide)","4K@30fps, 1080p@30/60fps",6000 mAh,18W wired,,,,"50 MP, (wide), PDAF 2 MP Auxiliary lens",,Dual-LED flash,,
tecno,https://www.gsmarena.com/tecno_pova_neo-11260.php,Tecno Pova Neo,171.4 x 77.3 x 9.1 mm (6.75 x 3.04 x 0.36 in),-,Nano-SIM + Nano-SIM,Splash resistant,"IPS LCD, 480 nits","6.8 inches, 109.8 cm 2 (~82.9% screen-to-body ratio)",720 x 1640 pixels (~263 ppi density),"Android 11, HIOS 7.6",Mediatek MT6762G Helio G25 (12 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 6GB RAM",eMMC 5.1,,"Quad-LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0",1080p@30fps,6000 mAh,18W wired,"Glass front, plastic frame, plastic back",,,,"13 MP, f/1.8, (wide), AF Secondary unknown camera","Dual-LED flash, HDR",,
tecno,https://www.gsmarena.com/tecno_camon_18t-11254.php,Tecno Camon 18T,168.9 x 76.7 x 8.9 mm (6.65 x 3.02 x 0.35 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 500 nits (typ)","6.8 inches, 109.8 cm 2 (~84.8% screen-to-body ratio)",1080 x 2460 pixels (~395 ppi density),"Android 11, HIOS 8.0",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,Unspecified,128GB 4GB RAM,,,"Dual-LED flash, panorama, HDR",1080p@30fps,"48 MP, (wide)",1080p@30fps,5000 mAh,18W wired,,,,"48 MP, f/1.8, 26mm (wide), PDAF 2 MP (macro) Auxiliary lens",,Dual-LED flash,,
