brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Display | Protection,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Main Camera | Dual,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Video,Battery | Type,Battery | Charging,Display | ,Main Camera | Single,Body | Build,Memory | ,Selfie camera | Features,Main Camera | Triple,Selfie camera | Dual,Main Camera | Quad
zte,https://www.gsmarena.com/zte_nubia_neo_3_gt-13710.php,ZTE nubia Neo 3 GT,163.3 x 77.2 x 8.2 mm (6.43 x 3.04 x 0.32 in),-,Nano-SIM + Nano-SIM,Pressure sensitive zones (Gaming triggers) RGB light (on the back),"AMOLED, 120Hz, 1300 nits (peak)","6.8 inches, 111.9 cm 2 (~88.8% screen-to-body ratio)",1080 x 2392 pixels (~386 ppi density),,Android 15,Unisoc T9100 (6 nm),Octa-core (1x2.7 GHz Cortex-A76 & 3x2.3 GHz Cortex-A76 & 4x2.1 GHz Cortex-A55),Mali-G57,No,256GB 12GB RAM,"50 MP, (wide), PDAF Auxiliary lens","LED flash, HDR, panorama",Yes,16 MP,1080p@30fps,6000 mAh or 5000 mAh,80W wired Bypass Charging,,,,,,,,
zte,https://www.gsmarena.com/zte_nubia_neo_3-13711.php,ZTE nubia Neo 3,168.3 x 76.5 x 8.3 mm (6.63 x 3.01 x 0.33 in),-,Nano-SIM + Nano-SIM,Pressure sensitive zones (Gaming triggers) RGB light (on the back),"IPS LCD, 120Hz, 1000 nits (HBM)","6.8 inches, 111.9 cm 2 (~86.9% screen-to-body ratio)",1080 x 2392 pixels (~386 ppi density),Mohs level 4,Android 15,Unisoc T8300 (6 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G57 MP2,No,256GB 8GB RAM,"50 MP, f/1.8, (wide), PDAF Auxiliary lens","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, (wide)",1080p@30fps,6000 mAh or 5000 mAh,33W wired Bypass Charging,,,,,,,,
zte,https://www.gsmarena.com/zte_nubia_flip2-13625.php,ZTE nubia Flip2,Unfolded: 170 x 76 x 7.2 mm Folded: 87 x 76 x 15.8 mm,193 g (6.81 oz),· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,Splash resistant,"Foldable OLED, 1B colors, 120Hz, 1200 nits (HBM)","6.9 inches, 108.7 cm 2 (~84.2% screen-to-body ratio)","1188 x 2790 pixels, 21:9 ratio (~443 ppi density)",Mohs level 4,Android 14,Mediatek Dimensity 7300X (4 nm),Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 12GB RAM","50 MP, f/1.6, (wide), dual pixel PDAF Auxiliary lens","Ring LED flash, HDR, panorama","4K, 1080p","32 MP, (wide)",Yes,4325 mAh,"33W wired, PD3.0, PPS, QC4+","Cover display: OLED, 3 inches, 422 x 682 pixels, 900 nits (peak)",,"Aluminum frame, glass back",,,,,
zte,https://www.gsmarena.com/zte_blade_v70_max-13654.php,ZTE Blade V70 Max,171.8 x 78.4 x 8.3 mm (6.76 x 3.09 x 0.33 in),-,Nano-SIM + Nano-SIM,Drop resistant up to 1.5m IP54 dust protected and water resistant (water splashes),"IPS LCD, 120Hz","6.9 inches, 113.1 cm 2 (~83.9% screen-to-body ratio)",720 x 1640 pixels (~260 ppi density),Mohs level 4,Android 15,Unisoc T7200 (12 nm),Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 4GB RAM","50 MP, f/1.8, (wide), PDAF Auxiliary lenses","LED flash, HDR, panorama",1080p@30fps,8 MP,Yes,6000 mAh,22.5W wired,,,,,,,,
zte,https://www.gsmarena.com/zte_nubia_music_2-13611.php,ZTE nubia Music 2,163.6 x 74.9 x 8.6 mm (6.44 x 2.95 x 0.34 in),202 g (7.13 oz),Nano-SIM + Nano-SIM,LED notifications lights (on the back),"IPS LCD, 120Hz","6.7 inches, 107.8 cm 2 (~88.0% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~264 ppi density)",Mohs level 4,Android 14,Unisoc T7200 (12 nm),Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,microSDXC (uses shared SIM slot),128GB 4GB RAM,,"LED flash, HDR",1080p@30fps,"5 MP, f/2.4, (wide)",720p@30fps,5000 mAh,10W wired,,"50 MP, f/1.8, (wide), PDAF Auxiliary lens",,eMMC 5.1,,,,
zte,https://www.gsmarena.com/zte_blade_v70_design-13513.php,ZTE Blade V70 Design,165.8 x 77.1 x 8.2 mm (6.53 x 3.04 x 0.32 in),206 g (7.27 oz),Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz","6.7 inches, 107.8 cm 2 (~84.4% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~264 ppi density)",Mohs level 4,Android 14,Unisoc T606 (12 nm),Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,microSDXC (uses shared SIM slot),"256GB 4GB RAM, 256GB 8GB RAM","50 MP, f/1.8, (wide), PDAF Auxiliary lens","LED flash, HDR, panorama",1080p@30fps,16 MP,1080p@30fps,5000 mAh,22.5W wired,,,"Glass front, plastic frame, glass back or silicone polymer (eco leather) back",,,,,
zte,https://www.gsmarena.com/zte_nubia_z70_ultra-13508.php,ZTE nubia Z70 Ultra,164.3 x 77.1 x 8.6 mm (6.47 x 3.04 x 0.34 in),228 g (8.04 oz),Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min),"AMOLED, 1B colors, 144Hz, HDR10, 2000 nits (peak)","6.85 inches, 113.7 cm 2 (~89.7% screen-to-body ratio)",1216 x 2688 pixels (~431 ppi density),Longxi glass (gen 2),"Android 15, Nebula AIOS",Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830,No,"256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM, 1TB 24GB RAM",,"Laser AF, color spectrum sensor, Ring-LED, dual-tone flash, panorama, HDR","8K@30fps, 4K@30/60/120fps, 1080p@30/60fps, gyro-EIS, HDR10, 10‑bit video","16 MP, f/2.5, 24mm (wide), 1/2.8"", 1.12µm, under display",1080p@30fps,Si/C Li-Ion 6150 mAh,"80W wired, PD3.0, QC4",,,"Glass front, aluminum frame, glass back",UFS 4.0,HDR,"50 MP, f/1.6-4.0, 35mm (standard), 1/1.56"", 1.0µm, multi-directional PDAF, OIS 64 MP, f/2.5, 70mm (periscope telephoto), 1/2.0"", 0.7µm, multi-directional PDAF (15cm - ∞), OIS, 2.7x optical zoom (vs. 26mm cam) 50 MP, f/2.0, 13mm, 122˚ (ultrawide), 1/2.88"", 0.61µm, multi-directional PDAF",,
zte,https://www.gsmarena.com/zte_blade_v70-13501.php,ZTE Blade V70,8.2 mm thickness,-,Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz","6.7 inches, 108.4 cm 2","720 x 1600 pixels, 20:9 ratio (~262 ppi density)",Mohs level 4,Android 14,,Octa-core 2.0 GHz,,microSDXC,256GB 8GB RAM,,"LED flash, HDR, panorama",1080p@30fps,16 MP,1080p@30fps,5000 mAh,22.5W wired,,,,,,"108 MP, f/1.8, (wide), 1/1.67"", PDAF other unspecified cameras",,
zte,https://www.gsmarena.com/zte_nubia_red_magic_10_pro+-13495.php,ZTE nubia RedMagic 10 Pro+,163.4 x 76.1 x 8.9 mm (6.43 x 3.00 x 0.35 in),229 g (8.08 oz),Nano-SIM + Nano-SIM,Pressure sensitive zones (520Hz touch-sensing) Built-in cooling fan Aviation aluminum middle frame,"AMOLED, 1B colors, 144Hz, 2000 nits (peak)","6.85 inches, 113.7 cm 2 (~91.4% screen-to-body ratio)",1216 x 2688 pixels (~431 ppi density),Unspecified,"Android 15, Redmagic OS 10",Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830,No,"512GB 16GB RAM, 1TB 24GB RAM",,"LED flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps","16 MP, f/2.0, (wide), under display",1080p@30/60fps,Si/C Li-Ion 7050 mAh,"120W wired, 50% in 11 min, 100% in 30 min",,,"Glass front, aluminum frame, glass back",UFS 4.1 Pro,HDR,"50 MP, f/1.9, (wide), 1/1.5"", 1.0µm, PDAF, OIS 50 MP, f/2.2, (ultrawide), 1/2.88"", 0.61µm 2 MP (macro)",,
zte,https://www.gsmarena.com/zte_nubia_red_magic_10_pro-13496.php,ZTE nubia RedMagic 10 Pro,163.4 x 76.1 x 8.9 mm (6.43 x 3.00 x 0.35 in),229 g (8.08 oz),Nano-SIM + Nano-SIM,Pressure sensitive zones (520Hz touch-sensing) Built-in cooling fan Aviation aluminum middle frame,"AMOLED, 1B colors, 2592Hz PWM, 144Hz, 2000 nits (peak)","6.85 inches, 113.7 cm 2 (~91.4% screen-to-body ratio)",1216 x 2688 pixels (~431 ppi density),Corning Gorilla Glass (unspecified version),"Android 15, up to 1 major Android update and 2 Redmagic OS updates, Redmagic OS 10",Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 24GB RAM",,"LED flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps","16 MP, f/2.0, (wide), 1/2.8"", 1.12µm, under display",1080p@30/60fps,Market-dependent versions: · Si/C Li-Ion 7050 mAh (Global) · Si/C Li-Ion 6500 mAh (China only),100W wired - International 80W wired - China only version,,,"Glass front, aluminum frame, glass back",UFS 4.1 Pro,HDR,"50 MP, f/1.9, (wide), 1/1.55"", 1.0µm, PDAF, OIS 50 MP, f/2.2, (ultrawide), 1/2.88"", 0.61µm 2 MP (macro)",,
zte,https://www.gsmarena.com/zte_blade_a55-13500.php,ZTE Blade A55,167.7 x 77.4 x 8.5 mm (6.60 x 3.05 x 0.33 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.75 inches, 110.0 cm 2 (~84.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~260 ppi density)",,Android 14 (Go edition),Unisoc SC9863A1 (22 nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",,LED flash,1080p@30fps,8 MP,Yes,Li-Po 5000 mAh,10W wired,,"13 MP, AF Auxiliary lens",,eMMC 5.1,,,,
zte,https://www.gsmarena.com/zte_blade_a35-13468.php,ZTE Blade A35,167.7 x 77.4 x 8.5 mm (6.60 x 3.05 x 0.33 in),-,Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.75 inches, 108.3 cm 2 (~83.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~262 ppi density)",,Android 14 (Go edition),Unisoc SC9863A1 (22 nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,microSDXC (dedicated slot),"64GB 2GB RAM, 64GB 4GB RAM",,LED flash,1080p@30fps,2 MP (interpolated to 5 MP),Yes,Li-Po 5000 mAh,10W wired,,"8 MP, AF",,eMMC 5.1,,,,
zte,https://www.gsmarena.com/zte_blade_a75_4g-13378.php,ZTE Blade A75 4G,164.1 x 75.8 x 8.6 mm (6.46 x 2.98 x 0.34 in),189 g (6.67 oz),Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.6 inches, 104.6 cm 2 (~84.1% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)",,Android 13,Unisoc T606 (12 nm),Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,microSDXC (dedicated slot),"128GB 4GB RAM, 256GB 4GB RAM",,"LED flash, HDR, panorama",1080p@30fps,8 MP,Yes,5000 mAh,22.5W wired,,"50 MP, f/1.8, (wide), PDAF",,eMMC 5.1,,,,
zte,https://www.gsmarena.com/zte_blade_v60_design-13377.php,ZTE Blade V60 Design,164.2 x 75.3 x 8.6 mm (6.46 x 2.96 x 0.34 in),198 g (6.98 oz),Nano-SIM + Nano-SIM,,"IPS LCD, 90Hz","6.6 inches, 104.6 cm 2 (~84.6% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)",,Android 13,Unisoc T606 (12 nm),Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,microSDXC (uses shared SIM slot),"256GB 4GB RAM, 256GB 6GB RAM","50 MP, f/1.8, (wide), PDAF Auxiliary lens","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",Yes,5000 mAh,22.5W wired,,,"Glass front, glass back, plastic frame",,,,,
zte,https://www.gsmarena.com/zte_blade_a75-13376.php,ZTE Blade A75,163.6 x 74.9 x 8.6 mm (6.44 x 2.95 x 0.34 in),205.5 g (7.27 oz),Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz","6.6 inches, 105.4 cm 2 (~86.0% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~266 ppi density)",,Android 13,Unisoc T760 (6 nm),Octa-core (1x2.2 GHz Cortex-A76 & 3x Cortex-A76 & 4x Cortex-A55),Mali-G57,No,128GB 4GB RAM,"50 MP, f/1.8, 27mm (wide), AF Auxiliary lens","LED flash, HDR","4K@30fps, 1080p@30fps","8 MP, (wide)",1080p@30fps,5000 mAh,10W or 18W wired (market/region dependent),,,,UFS 3.1,,,,
zte,https://www.gsmarena.com/zte_nubia_red_magic_nova-13303.php,ZTE nubia RedMagic Nova,253.3 x 164.6 x 7.3 mm (9.97 x 6.48 x 0.29 in),530 g (1.17 lb),No,RGB light on the back Built-in cooling fan (Illuminated) Aviation-grade aluminum frame,"IPS LCD, 144Hz, 550 nits","10.9 inches, 344.5 cm 2 (~82.6% screen-to-body ratio)","1800 x 2880 pixels, 16:10 ratio (~312 ppi density)",,"Android 14, Redmagic OS 9.5",Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),8-core (1x3.4GHz Cortex-X4 & 3x3.1GHz Cortex-A720 & 2x2.9GHz Cortex-A720 & 2x2.2GHz Cortex-A520),Adreno 750 (1 GHz),No,"256GB 12GB RAM, 512GB 16GB RAM, 1TB 24GB RAM",,"LED flash, HDR, panorama","4K@30fps, 1080p@30fps","20 MP, f/2.0, 26mm (wide)",1080p@30fps,10100 mAh,"80W wired, 100% in 55 min - International model 120W wired, 50% in 15 min, 100% in 45 min - China model",,"50 MP, f/1.8, 26mm (wide)","Glass front, aluminum frame, aluminum back",UFS 4.0,,,,
zte,https://www.gsmarena.com/zte_nubia_z60s_pro-13226.php,ZTE nubia Z60S Pro,163.6 x 76 x 8.7 mm (6.44 x 2.99 x 0.34 in),220 g (7.76 oz),Nano-SIM + Nano-SIM,,"AMOLED, 1B colors, 120Hz, 1200 nits (peak)","6.78 inches, 111.5 cm 2 (~89.7% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~452 ppi density)",Longxi glass,"Android 14, MyOS 14 (International), MyOS 14.5 (China)",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM, 1TB 24GB RAM","50 MP, f/1.6, 35mm (standard), 1/1.56"", 1.0µm, PDAF, OIS 8 MP, f/2.4, 80mm (telephoto), 1/4.4"", 1.0µm, PDAF, optical zoom 50 MP, f/2.0, 13mm, 125˚ (ultrawide), 1/2.88"", 0.61µm, AF","Dual-LED dual-tone flash, HDR, panorama","8K@30fps, 4K@30/60/120fps, 1080p, gyro-EIS, 10-bit","16 MP, f/2.5, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Li-Po 5100 mAh,80W wired,,,"Glass front, aluminum frame",UFS 4.0,,,,
zte,https://www.gsmarena.com/zte_nubia_z60_ultra_leading-13198.php,ZTE nubia Z60 Ultra Leading,164 x 76.4 x 8.8 mm (6.46 x 3.01 x 0.35 in),246 g (8.68 oz),Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"AMOLED, 1B colors, 120Hz, HDR10, 1500 nits (peak)","6.8 inches, 111.6 cm 2 (~89.1% screen-to-body ratio)","1116 x 2480 pixels, 20:9 ratio (~400 ppi density)",,"Android 14, MyOS 14 (International), MyOS 14.5 (China)",Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.4 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750 (1 GHz),No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM, 1TB 24GB RAM",,"Laser AF, color spectrum sensor, Ring-LED, dual-tone flash, panorama, HDR","8K@30fps, 4K@30/60/120fps, 1080p@30/60fps, gyro-EIS, HDR10, 10‑bit video","12 MP, under display",1080p@30fps,Li-Po 6000 mAh,"80W wired, PD3.0, QC4",,,"Glass front, aluminum frame, glass back",UFS 4.0,HDR,"50 MP, f/1.6, 35mm (standard), 1/1.56"", 1.0µm, PDAF, OIS 64 MP, f/3.3, 85mm (periscope telephoto), 1/2.0"", PDAF, OIS, 3.3x optical zoom (vs. 26mm cam) 50 MP, f/1.8, 18mm, 100˚ (ultrawide), 1/1.55"", 1.0µm, PDAF, OIS",,
zte,https://www.gsmarena.com/zte_nubia_red_magic_9s_pro+-13190.php,ZTE nubia RedMagic 9S Pro+,164 x 76.4 x 8.9 mm (6.46 x 3.01 x 0.35 in),229 g (8.08 oz),Nano-SIM + Nano-SIM,Pressure sensitive zones (520Hz touch-sensing) Built-in cooling fan Aviation aluminum middle frame RGB light strip,"AMOLED, 1B colors, 120Hz, 1600 nits (peak)","6.8 inches, 111.6 cm 2 (~89.1% screen-to-body ratio)","1116 x 2480 pixels, 20:9 ratio (~400 ppi density)",Corning Gorilla Glass 5,"Android 14, Redmagic OS 9.5",Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.4 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750 (1 GHz),No,"512GB 16GB RAM, 1TB 24GB RAM",,"LED flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps","16 MP, f/2.0, (wide), 1/2.8"", 1.12µm, under display",1080p@30/60fps,Li-Ion 5500 mAh,"165W wired, PD3.0, 100% in 16 min",,,"Glass front (Gorilla Glass 5), aluminum frame, glass back",UFS 4.0,HDR,"50 MP, f/1.9, (wide), 1/1.57"", 1.0µm, PDAF, OIS 50 MP, f/2.2, (ultrawide), 1/2.76"", 0.64µm Auxiliary lens",,
zte,https://www.gsmarena.com/zte_nubia_red_magic_9s_pro-13191.php,ZTE nubia RedMagic 9S Pro,164 x 76.4 x 8.9 mm (6.46 x 3.01 x 0.35 in),229 g (8.08 oz),Nano-SIM + Nano-SIM,Pressure sensitive zones (520Hz touch-sensing) Built-in cooling fan Aviation aluminum middle frame RGB light strip,"AMOLED, 1B colors, 120Hz, 1600 nits (peak)","6.8 inches, 111.6 cm 2 (~89.1% screen-to-body ratio)","1116 x 2480 pixels, 20:9 ratio (~400 ppi density)",Corning Gorilla Glass 5,"Android 14, Redmagic OS 9.5",Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.4 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750 (1 GHz),No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM",,"LED flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps","16 MP, f/2.0, (wide), 1/2.8"", 1.12µm, under display",1080p@30/60fps,6500 mAh,"80W wired, PD3.0, 100% in 35 min",,,"Glass front (Gorilla Glass 5), aluminum frame, glass back",UFS 4.0,HDR,"50 MP, f/1.9, (wide), 1/1.57"", 1.0µm, PDAF, OIS 50 MP, f/2.2, (ultrawide), 1/2.76"", 0.64µm Auxiliary lens",,
zte,https://www.gsmarena.com/zte_voyage_3d-13178.php,ZTE Voyage 3D,163.5 x 75 x 8.5 mm (6.44 x 2.95 x 0.33 in),190 g (6.70 oz),Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz","6.58 inches, 104.3 cm 2 (~85.1% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)",,"Android 13, MyOS 13",Unisoc T760 (6 nm),Octa-core (1x2.2 GHz Cortex-A76 & 3x Cortex-A76 & 4x Cortex-A55),Mali-G57,Unspecified,128GB 6GB RAM,"50 MP, (wide), PDAF 5 MP","LED flash, HDR, panorama",1080p@30fps,5 MP,Yes,4500 mAh,"33W wired, PD3.0",3D lightfield display Real-time 2D to 3D content conversion,,"Glass front, plastic frame, plastic back",eMMC 5.1,,,,
zte,https://www.gsmarena.com/zte_axon_60-12988.php,ZTE Axon 60,166.3 x 77.2 x 8.2 mm (6.55 x 3.04 x 0.32 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.72 inches, 109.0 cm 2 (~84.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",,Android 13,Unisoc Tiger T616 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G57 MP1,microSDXC (dedicated slot),"256GB 6GB RAM, 256GB 8GB RAM",,"LED flash, HDR, panorama",1080p@30fps,"32 MP, f/2.0, (wide)",1080p@30fps,5000 mAh,22.5W wired,,,,eMMC 5.1,,"50 MP, f/1.8, (wide), PDAF 2 MP (macro) Auxiliary lens",,
zte,https://www.gsmarena.com/zte_axon_60_lite-12989.php,ZTE Axon 60 Lite,164.2 x 75.3 x 8.6 mm (6.46 x 2.96 x 0.34 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.6 inches, 104.6 cm 2 (~84.6% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)",,Android 13,Unisoc T606 (12 nm),Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,Unspecified,256GB 4GB RAM,"50 MP, f/1.8, (wide), PDAF Auxiliary lens","LED flash, HDR, panorama",1080p@30fps,8 MP,Yes,5000 mAh,22.5W wired,,,,,,,,
zte,https://www.gsmarena.com/zte_blade_a34-13549.php,ZTE Blade A34,164 x 75.8 x 8.8 mm (6.46 x 2.98 x 0.35 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.6 inches, 104.6 cm 2 (~84.2% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~267 ppi density)",,Android 13 (Go edition),Unisoc SC9863A (28 nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,microSDXC (dedicated slot),"64GB 2GB RAM, 64GB 4GB RAM",,LED flash,1080p@30fps,5 MP,Yes,5000 mAh,,,"8 MP, AF",,,,,,
zte,https://www.gsmarena.com/zte_blade_a33s-13550.php,ZTE Blade A33s,160 x 78 x 10.3 mm (6.30 x 3.07 x 0.41 in),-,Nano-SIM + Nano-SIM,,IPS LCD,"6.3 inches, 99.0 cm 2 (~79.3% screen-to-body ratio)","480 x 1014 pixels, 19:9 ratio (~178 ppi density)",,Android 12 (Go edition),Unisoc SC9863A (28 nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,microSDXC (dedicated slot),32GB 2GB RAM,,LED flash,1080p@30fps,2 MP (interpolated to 5 MP),Yes,4000 mAh,,,"5 MP (interpolated to 8 MP), AF",,,,,,
zte,https://www.gsmarena.com/zte_axon_60_ultra-12929.php,ZTE Axon 60 Ultra,163.6 x 76 x 9.1 mm (6.44 x 2.99 x 0.36 in),-,Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"AMOLED, 120Hz","6.78 inches, 111.0 cm 2 (~89.3% screen-to-body ratio)","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)",,Android 14,Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,"512GB 12GB RAM, 1TB 16GB RAM",,"LED flash, HDR, panorama",Yes,"32 MP, (wide)",1080p@30fps,6000 mAh,"80W wired, PD3.0, QC4",,,"Glass front, aluminum frame, glass back",UFS 4.0,HDR,"50 MP, (wide), PDAF, OIS 50 MP, (ultrawide) 5 MP (macro)",,
zte,https://www.gsmarena.com/zte_nubia_focus_pro-12850.php,ZTE nubia Focus Pro,166 x 76.1 x 8.5 mm (6.54 x 3.00 x 0.33 in),222 g (7.83 oz),Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz","6.72 inches, 109.0 cm 2 (~86.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",,Android 13,Unisoc T760 (6 nm),Octa-core (4x2.2 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55),Mali-G57,No,256GB 8GB RAM,,"LED flash, HDR","4K@30fps, 1080p@30fps","32 MP, f/2.5, (wide)",1080p@30fps,5000 mAh,33W wired,,,"Glass front, plastic frame, glass back",UFS 3.1,,"108 MP, f/1.8, 24mm (wide), 1/1.67"", PDAF, OIS 5 MP, f/2.2, 17mm (ultrawide), AF Auxiliary lens",,
zte,https://www.gsmarena.com/zte_nubia_focus-12849.php,ZTE nubia Focus,163.6 x 74.9 x 8.6 mm (6.44 x 2.95 x 0.34 in),205.5 g (7.27 oz),Nano-SIM + Nano-SIM,,"IPS LCD, 120Hz (90Hz - LATAM)","6.56 inches, 103.4 cm 2 (~84.4% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",,Android 14,Unisoc T760 (6 nm),Octa-core (1x2.2 GHz Cortex-A76 & 3x Cortex-A76 & 4x Cortex-A55),Mali-G57,No,"256GB 4GB RAM, 256GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","108 MP, f/1.8, 24mm (wide), 1/1.67"", PDAF Auxiliary lens","LED flash, HDR","4K@30fps, 1080p@30fps","5 MP, f/2.2, (wide) or 8 MP, (wide)",Yes,5000 mAh,22.5W or 33W wired,,,"Glass front, glass back",UFS 3.1,,,,
